,time [s]
initialize,0.003277
pretrain_policy,7.555553
initialize_CEGIS,0.179166
iter0_learner,3.204623
iter0_plot,0.094653
iter0_verifier,0.779454
iter0_process_counterexamples,0.025796
iter1_learner,3.834476
iter1_plot,0.004616
iter1_verifier,0.412595
iter1_process_counterexamples,0.024632
iter2_learner,2.689621
iter2_plot,0.004595
iter2_verifier,0.539643
iter2_process_counterexamples,0.022785
iter3_learner,2.928788
iter3_plot,0.00472
iter3_verifier,0.385213
iter3_process_counterexamples,0.025371
iter4_learner,2.887085
iter4_plot,0.004727
iter4_verifier,0.589103
iter4_process_counterexamples,0.025813
iter5_learner,2.903712
iter5_plot,0.004777
iter5_verifier,0.43423
iter5_process_counterexamples,0.023194
iter6_learner,2.88694
iter6_plot,0.00497
iter6_verifier,0.434667
iter6_process_counterexamples,0.023123
iter7_learner,2.903126
iter7_plot,0.004989
iter7_verifier,0.529046
iter7_process_counterexamples,0.02333
iter8_learner,2.904191
iter8_plot,0.004939
iter8_verifier,0.702079
iter8_process_counterexamples,0.024193
iter9_learner,2.898839
iter9_plot,0.005315
iter9_verifier,0.750727
iter9_process_counterexamples,0.023207
iter10_learner,2.939126
iter10_plot,0.005241
iter10_verifier,17.917192
iter10_process_counterexamples,0.03235
iter11_learner,2.929335
iter11_plot,0.005182
iter11_verifier,58.179054
