iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.334047,[1.        0.9662111],44.54046,[1.        0.9662111],46.482044,,159.93312,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.099368,[1.       0.994149],26.296259,[1.       0.994149],39.24157,,136.54205,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.913326,[1.        0.9995828],14.202806,[1.        0.9995828],30.211105,,107.03953,
3,4.1657944,[1.        0.9056268],6.6833386,[1.        0.9056268],4.98683,,9.188398,,3.387654,[0.9999908 1.       ],9.6880865,[0.9999908 1.       ],25.847574,,92.35673,
4,3.1088555,[1.        0.9712659],5.082719,[1.        0.9712659],4.0436897,,7.932933,,2.811568,[0.9999503 1.       ],7.8426743,[0.9999503 1.       ],23.200363,,82.66844,
5,2.463561,[0.9998994 1.       ],4.098806,[0.9998994 1.       ],3.4418728,,7.077123,,3.3625336,[1.         0.98816997],8.741848,[1.         0.98816997],26.784552,,94.25247,
6,1.9991223,[0.9999912 1.       ],3.3627567,[0.9999912 1.       ],2.8314755,,5.9169564,,4.011298,[1.         0.96991205],9.708787,[1.         0.96991205],31.06491,,107.64748,
7,1.42127,[1.         0.99996936],2.4535553,[1.         0.99996936],2.3273268,,5.22222,,6.6192126,[1.         0.94531876],14.926508,[1.         0.94531876],40.67221,,135.87756,
8,0.52859384,[1.         0.99977034],0.977148,[1.         0.99977034],1.4717034,,3.8699224,,17.540728,[1.         0.85608935],34.909164,[1.         0.85608935],87.35509,,268.96417,
9,0.3387725,[0.99996996 1.        ],0.62086916,[0.99996996 1.        ],1.273178,,3.5020676,,21.037191,[1.        0.8404519],42.88096,[1.        0.8404519],105.51771,,321.96286,
10,0.36527508,[1.        0.9999927],0.65244424,[1.        0.9999927],1.227792,,3.3181145,,21.345795,[1.        0.8302937],43.57697,[1.        0.8302937],107.315956,,327.70358,
11,0.31703123,[0.9998884 1.       ],0.5738099,[0.9998884 1.       ],1.2131845,,3.3689764,,21.289715,[1.        0.8377079],43.58806,[1.        0.8377079],109.32894,,333.44897,
