,info
start_date,2024-12-29_01-37-09
model,CollisionAvoidance
layout,0
seed,3
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
status,success
total_CEGIS_time,70.560662
verify_samples,40000
verify_samples_naive,0
