iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.04801,[1.         0.96696675],44.19527,[1.         0.96696675],46.120174,,158.14963,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.944273,[1.        0.9622961],27.593536,[1.        0.9622961],41.590645,,142.74017,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1671176,[1.        0.9999335],14.528004,[1.        0.9999335],31.483345,,110.65673,
3,4.0295753,[1.        0.8377726],6.4331517,[1.        0.8377726],4.8798923,,9.113534,,3.7046788,[1.         0.99971706],10.295273,[1.         0.99971706],26.230106,,92.17308,
4,3.1289692,[1.        0.8926091],5.059172,[1.        0.8926091],4.018913,,7.8595533,,3.1501596,[1.       0.998792],8.50098,[1.       0.998792],27.522299,,96.964645,
5,2.5532968,[1.        0.9362153],4.1667986,[1.        0.9362153],3.4194188,,6.8760433,,3.3083026,[1.         0.96820825],8.423932,[1.         0.96820825],31.74705,,111.31689,
6,1.9426076,[1.        0.9963393],3.2526655,[1.        0.9963393],2.924468,,6.348956,,6.6397786,[1.         0.90925384],13.2337,[1.         0.90925384],45.985554,,149.49072,
7,1.1158545,[0.99997616 1.        ],1.9321654,[0.99997616 1.        ],2.0151591,,4.7961864,,14.866907,[1.         0.92305446],30.059692,[1.         0.92305446],76.714836,,243.23007,
8,0.61148494,[1.         0.99991524],1.0752875,[1.         0.99991524],1.4503495,,3.7263784,,18.755154,[1.       0.916792],38.09188,[1.       0.916792],100.92716,,310.85886,
9,0.30985752,[0.99994314 1.        ],0.57802653,[0.99994314 1.        ],1.2119724,,3.4518538,,20.698923,[1.        0.9172375],41.90572,[1.        0.9172375],112.33531,,341.70084,
10,0.3473328,[1.        0.9999812],0.62452847,[1.        0.9999812],1.1476227,,3.1762788,,20.836227,[1.        0.9125999],42.080364,[1.        0.9125999],113.832756,,344.99628,
