,info
start_date,2024-12-29_15-24-07
model,LinearSystem
layout,0
seed,6
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
status,success
total_CEGIS_time,45.370157
verify_samples,90000
verify_samples_naive,0
