iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.036452,[1.         0.96771437],44.106247,[1.         0.96771437],46.07972,,157.98364,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.709176,[1.         0.96508527],27.001997,[1.         0.96508527],41.74093,,143.99318,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.977679,[1.         0.99947333],14.018609,[1.         0.99947333],31.255682,,110.25012,
3,4.1189504,[1.        0.8850369],6.580457,[1.        0.8850369],4.9528394,,9.163741,,3.4583962,[1.        0.9993353],9.636994,[1.        0.9993353],25.96829,,91.473335,
4,3.115384,[1.         0.95004815],5.0563374,[1.         0.95004815],3.9269555,,7.5870776,,2.965989,[1.         0.99876535],8.046432,[1.         0.99876535],27.286222,,96.085,
5,2.5247867,[1.        0.9947523],4.152439,[1.        0.9947523],3.36169,,6.767853,,3.0933511,[1.       0.973918],7.935706,[1.       0.973918],30.7113,,107.994,
6,1.9837356,[0.99990463 1.        ],3.3298652,[0.99990463 1.        ],2.8358412,,5.968772,,5.0759625,[1.        0.9268683],11.355501,[1.        0.9268683],41.83766,,143.1426,
7,1.1384689,[0.9998705 1.       ],1.9829283,[0.9998705 1.       ],1.7655325,,3.9383354,,13.561342,[1.        0.9203329],28.20848,[1.        0.9203329],77.22016,,248.02705,
8,0.5123059,[1.         0.99994653],0.89518404,[1.         0.99994653],1.1781474,,2.940205,,18.624962,[1.        0.8892298],38.656525,[1.        0.8892298],112.1288,,354.34598,
9,0.30053663,[1.         0.99998474],0.5352089,[1.         0.99998474],0.8935435,,2.351486,,19.996141,[1.        0.9116311],41.09318,[1.        0.9116311],127.19526,,399.69812,
10,0.32781285,[1.         0.99998784],0.57137483,[1.         0.99998784],0.9128704,,2.3753414,,19.6928,[1.        0.9034392],40.554924,[1.        0.9034392],126.11301,,397.29718,
