,time [s]
initialize,0.003466
pretrain_policy,10.428373
initialize_CEGIS,0.236191
iter0_learner,12.14844
iter0_plot,0.261207
iter0_verifier,13.220858
iter0_process_counterexamples,0.053686
iter1_learner,76.37092
iter1_plot,0.004819
iter1_verifier,8.334702
iter1_process_counterexamples,0.03222
iter2_learner,76.88919
iter2_plot,0.00566
iter2_verifier,7.641569
iter2_process_counterexamples,0.03731
iter3_learner,79.75661
iter3_plot,0.005049
iter3_verifier,4.865504
iter3_process_counterexamples,0.030039
iter4_learner,75.998985
iter4_plot,0.004776
iter4_verifier,4.250858
iter4_process_counterexamples,0.035438
iter5_learner,76.66936
iter5_plot,0.005029
iter5_verifier,4.216102
iter5_process_counterexamples,0.030858
iter6_learner,75.863686
iter6_plot,0.005106
iter6_verifier,3.905752
iter6_process_counterexamples,0.029923
iter7_learner,78.22028
iter7_plot,0.005154
iter7_verifier,3.906535
iter7_process_counterexamples,0.035302
iter8_learner,75.89688
iter8_plot,0.005086
iter8_verifier,1184.1769
