iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.047771,[1.         0.96779525],44.055275,[1.         0.96779525],46.022232,,157.85846,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.599308,[1.         0.96892405],26.682793,[1.         0.96892405],41.21476,,141.95453,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.886878,[1.         0.99989784],13.722555,[1.         0.99989784],31.513666,,110.878944,
3,4.328215,[1.         0.97163874],6.633943,[1.         0.97163874],5.3335295,,9.577051,,3.3161876,[0.99992377 1.        ],9.257379,[0.99992377 1.        ],26.16462,,92.37034,
4,3.3037963,[1.        0.9998649],5.169166,[1.        0.9998649],4.490042,,8.728681,,2.8015897,[1.        0.9998638],7.6002903,[1.        0.9998638],25.203089,,88.90767,
5,2.70307,[0.99999523 1.        ],4.2987294,[0.99999523 1.        ],3.9921978,,8.198928,,2.8486843,[1.        0.9780506],7.317735,[1.        0.9780506],28.310513,,99.38977,
6,2.1429417,[1.         0.99994826],3.4917552,[1.         0.99994826],3.4366465,,7.471747,,4.317033,[1.         0.94076544],9.593941,[1.         0.94076544],37.30056,,127.3496,
7,1.3819218,[1.         0.99988234],2.3358452,[1.         0.99988234],2.9162314,,7.0859423,,11.465694,[1.         0.91449124],23.17948,[1.         0.91449124],65.43179,,208.38934,
8,0.5628851,[0.9999954 1.       ],0.9909857,[0.9999954 1.       ],1.9633929,,5.3615565,,17.487123,[1.        0.8938379],36.16238,[1.        0.8938379],104.47616,,327.43234,
9,0.37740567,[0.99997956 1.        ],0.6777703,[0.99997956 1.        ],1.7000825,,4.7507167,,19.838943,[1.         0.89672863],40.625725,[1.         0.89672863],121.50007,,377.76965,
10,0.38992625,[0.9999847 1.       ],0.6918759,[0.9999847 1.       ],1.6527265,,4.59634,,20.270082,[1.        0.8852557],41.114456,[1.        0.8852557],124.11231,,386.73486,
11,0.3792455,[1.         0.99998564],0.6735553,[1.         0.99998564],1.649446,,4.598491,,20.277756,[1.       0.887571],41.40489,[1.       0.887571],125.72283,,392.00864,
12,0.39094415,[0.99922425 1.        ],0.6944723,[0.99922425 1.        ],1.6554813,,4.597744,,20.400465,[1.         0.87801236],41.43744,[1.         0.87801236],125.187996,,389.92105,
