,info
start_date,2026-06-09_09-33-55
model,TripleIntegrator
layout,0
seed,1
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,1805.050034
verify_samples,421875
verify_samples_naive,0
