iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.014814,[1.         0.96807545],44.046295,[1.         0.96807545],45.97988,,157.72647,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.63414,[1.         0.96920633],26.74571,[1.         0.96920633],41.20145,,142.09833,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.00154,[0.9999939 1.       ],14.041054,[0.9999939 1.       ],31.430779,,110.84235,
3,4.280012,[1.        0.9128902],6.7550826,[1.        0.9128902],5.2534194,,9.643481,,3.4733424,[0.9999781 1.       ],9.720337,[0.9999781 1.       ],25.902607,,91.70076,
4,3.3017552,[1.         0.97618836],5.2759657,[1.         0.97618836],4.3230996,,8.3199415,,2.9240181,[1.       0.999863],7.986774,[1.       0.999863],25.902527,,91.36442,
5,2.6815836,[1.        0.9998762],4.3357415,[1.        0.9998762],3.6732528,,7.2935057,,3.064415,[1.         0.97675914],7.951595,[1.         0.97675914],29.388294,,103.11534,
6,2.1330395,[1.         0.99980134],3.5083919,[1.         0.99980134],3.1739888,,6.621174,,4.094181,[1.        0.9376897],9.636651,[1.        0.9376897],37.269367,,129.15508,
7,1.3725698,[1.        0.9999787],2.3346744,[1.        0.9999787],2.477517,,5.6263156,,10.620445,[1.         0.89992404],20.82852,[1.         0.89992404],62.336815,,198.69049,
8,0.57014596,[1.       0.999962],1.0091707,[1.       0.999962],1.7540022,,4.5910935,,17.772844,[1.        0.8695768],36.436176,[1.        0.8695768],98.54338,,307.71298,
9,0.35396853,[1.        0.9999982],0.64241946,[1.        0.9999982],1.6574289,,4.5909824,,20.269163,[1.        0.8585859],41.35366,[1.        0.8585859],115.04868,,355.693,
10,0.37105328,[0.99999404 1.        ],0.65733504,[0.99999404 1.        ],1.6235017,,4.4605794,,20.598103,[1.        0.8441342],41.814823,[1.        0.8441342],116.882484,,362.28732,
