,time [s]
initialize,0.003581
pretrain_policy,10.074266
initialize_CEGIS,0.17714
iter0_learner,3.989874
iter0_plot,0.111813
iter0_verifier,3.886565
iter0_process_counterexamples,0.042501
iter1_learner,4.914595
iter1_plot,0.004572
iter1_verifier,4.192377
iter1_process_counterexamples,0.034382
iter2_learner,3.392626
iter2_plot,0.004486
iter2_verifier,4.159532
iter2_process_counterexamples,0.031256
iter3_learner,3.66993
iter3_plot,0.004664
iter3_verifier,4.23771
iter3_process_counterexamples,0.0319
iter4_learner,3.658706
iter4_plot,0.004698
iter4_verifier,4.639327
iter4_process_counterexamples,0.030447
iter5_learner,3.697614
iter5_plot,0.004843
iter5_verifier,4.387828
iter5_process_counterexamples,0.030301
iter6_learner,3.741399
iter6_plot,0.004834
iter6_verifier,4.323115
iter6_process_counterexamples,0.030138
iter7_learner,3.742718
iter7_plot,0.005084
iter7_verifier,134.79956
iter7_process_counterexamples,0.070418
iter8_learner,3.720301
iter8_plot,0.004961
iter8_verifier,4.519734
iter8_process_counterexamples,0.032673
iter9_learner,3.853703
iter9_plot,0.00519
