iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.0979395,[1.        0.9657254],44.580788,[1.        0.9657254],45.994297,,159.16328,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.157769,[1.        0.9916544],26.467691,[1.        0.9916544],39.98878,,139.4281,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.855106,[1.        0.9995567],14.130221,[1.        0.9995567],30.824032,,109.428154,
3,4.1283937,[1.        0.8856482],6.59028,[1.        0.8856482],5.0010834,,9.282603,,3.3603532,[0.9999934 1.       ],9.638977,[0.9999934 1.       ],27.140272,,97.06522,
4,3.1058145,[1.        0.9508874],5.0354443,[1.        0.9508874],3.9036822,,7.5171504,,2.7910013,[1.        0.9998478],7.777914,[1.        0.9998478],24.77338,,88.40218,
5,2.3159895,[1.        0.9995355],3.84688,[1.        0.9995355],3.056781,,6.1571465,,3.139608,[1.        0.9859315],8.2180605,[1.        0.9859315],27.714104,,97.88516,
6,1.9202712,[1.        0.9999251],3.221594,[1.        0.9999251],2.6439004,,5.4797015,,3.3492372,[1.        0.9722712],8.402187,[1.        0.9722712],29.120014,,101.950905,
7,1.4640296,[1.         0.99995834],2.495097,[1.         0.99995834],2.2192786,,4.834454,,4.9568434,[1.        0.9285668],11.23735,[1.        0.9285668],33.274647,,112.34306,
8,0.74428993,[0.9998554 1.       ],1.3738977,[0.9998554 1.       ],1.3203075,,3.1433494,,12.462283,[1.         0.86483145],24.478775,[1.         0.86483145],63.377693,,198.578,
9,0.35439345,[1.        0.9999642],0.7079264,[1.        0.9999642],1.016153,,2.7381904,,19.975275,[1.         0.81747186],39.525684,[1.         0.81747186],108.55914,,333.30444,
10,0.37062418,[0.99998266 1.        ],0.7182287,[0.99998266 1.        ],1.00989,,2.6945233,,21.145737,[1.         0.81101644],42.39613,[1.         0.81101644],118.97403,,367.429,
11,0.35847473,[1.         0.99972177],0.69277483,[1.         0.99972177],1.0149882,,2.731534,,21.494225,[1.        0.8126981],43.041813,[1.        0.8126981],124.679665,,386.6888,
12,0.3425705,[1.        0.9999329],0.64171535,[1.        0.9999329],0.980229,,2.6325815,,20.542852,[1.         0.81342274],41.776497,[1.         0.81342274],122.36842,,382.65823,
13,0.3540363,[1.         0.99865425],0.6618166,[1.         0.99865425],0.99851954,,2.66629,,20.698196,[1.      0.80897],42.08505,[1.      0.80897],125.58273,,392.8891,
