,time [s]
initialize,0.003334
pretrain_policy,7.551217
initialize_CEGIS,0.18051
iter0_learner,2.885222
iter0_plot,0.094315
iter0_verifier,0.776426
iter0_process_counterexamples,0.02479
iter1_learner,3.583929
iter1_plot,0.00469
iter1_verifier,0.40411
iter1_process_counterexamples,0.025019
iter2_learner,2.594864
iter2_plot,0.004602
iter2_verifier,0.573709
iter2_process_counterexamples,0.025259
iter3_learner,2.804987
iter3_plot,0.004677
iter3_verifier,0.362275
iter3_process_counterexamples,0.024715
iter4_learner,2.77238
iter4_plot,0.004678
iter4_verifier,0.419391
iter4_process_counterexamples,0.023578
iter5_learner,2.773153
iter5_plot,0.004737
iter5_verifier,0.428223
iter5_process_counterexamples,0.02559
iter6_learner,2.783749
iter6_plot,0.004832
iter6_verifier,0.422196
iter6_process_counterexamples,0.023267
iter7_learner,2.785351
iter7_plot,0.005108
iter7_verifier,0.422971
iter7_process_counterexamples,0.022953
iter8_learner,2.796103
iter8_plot,0.004959
iter8_verifier,0.682922
iter8_process_counterexamples,0.023839
iter9_learner,2.84515
iter9_plot,0.005423
iter9_verifier,0.698435
iter9_process_counterexamples,0.024206
iter10_learner,2.853099
iter10_plot,0.005149
iter10_verifier,0.758885
iter10_process_counterexamples,0.024153
iter11_learner,2.8812
iter11_plot,0.005171
iter11_verifier,18.743835
iter11_process_counterexamples,0.039406
iter12_learner,2.905252
iter12_plot,0.005276
iter12_verifier,0.84249
iter12_process_counterexamples,0.025223
iter13_learner,2.941672
iter13_plot,0.005327
iter13_verifier,54.583447
