,info
start_date,2026-06-16_21-20-13
model,TripleIntegrator
layout,0
seed,4
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,True
status,success
total_CEGIS_time,2505.318891
verify_samples,421875
verify_samples_naive,0
