global_step,cegis_iteration,learner_epoch,batch,mesh_loss,total_loss,init_loss,unsafe_loss,decrease_loss,n_init_mean,n_unsafe_mean,n_target_mean,n_decrease_mean,n_decrease_min,n_decrease_max,valid_init_frac,valid_unsafe_frac,valid_target_frac,valid_decrease_frac,valid_decrease_centers
14,0,14,0,0.005,68.68270874023438,0.2903716266155243,0.5586624145507812,67.83367156982422,0.41182875633239746,0.27657267451286316,0.4288131594657898,0.3319042921066284,0.22436779737472534,0.43361568450927734,0.09090909361839294,0.13636364042758942,0.3636363744735718,0.8883399367332458,276.0
15,0,15,0,0.005,67.58170318603516,0.2835482954978943,0.49504512548446655,66.80310821533203,0.411099374294281,0.2578037679195404,0.42313268780708313,0.33015215396881104,0.22741736471652985,0.426673024892807,0.09090909361839294,0.40909093618392944,0.3636363744735718,0.9137022495269775,276.0
16,0,16,0,0.005,66.18724060058594,0.3218606114387512,0.4014562666416168,65.46392059326172,0.40691274404525757,0.243831068277359,0.43407395482063293,0.32836979627609253,0.20773106813430786,0.41958731412887573,0.09090909361839294,0.1818181872367859,0.5909091234207153,0.888010561466217,276.0
17,0,17,0,0.005,64.74402618408203,0.2935645878314972,0.4264884293079376,64.02397155761719,0.4107576608657837,0.26027777791023254,0.4362766742706299,0.3243035674095154,0.2020014226436615,0.4142390489578247,0.09090909361839294,0.22727273404598236,0.5454545617103577,0.8863636255264282,276.0
18,0,18,0,0.005,63.70000076293945,0.2902098298072815,0.43738746643066406,62.97240447998047,0.4127397835254669,0.2317536175251007,0.4349045157432556,0.3253227174282074,0.20263366401195526,0.41740795969963074,0.09090909361839294,0.22727273404598236,0.5,0.8712121248245239,276.0
19,0,19,0,0.005,62.56438446044922,0.3104250133037567,0.3189886212348938,61.93497085571289,0.40974539518356323,0.21835337579250336,0.43191054463386536,0.32820990681648254,0.2155688852071762,0.42827311158180237,0.09090909361839294,0.27272728085517883,0.27272728085517883,0.8932806253433228,276.0
20,0,20,0,0.005,61.20458221435547,0.30902791023254395,0.44323158264160156,60.45232391357422,0.41121208667755127,0.25623586773872375,0.44051969051361084,0.32386359572410583,0.20654776692390442,0.4263620972633362,0.09090909361839294,0.13636364042758942,0.5,0.8781291246414185,276.0
21,0,21,0,0.005,60.23127365112305,0.353500634431839,0.3947833478450775,59.48299026489258,0.4070545434951782,0.22139054536819458,0.4360818564891815,0.3243776261806488,0.19931864738464355,0.43605825304985046,0.09090909361839294,0.22727273404598236,0.22727273404598236,0.8797760009765625,276.0
22,0,22,0,0.005,59.0197639465332,0.3101033866405487,0.3550565242767334,58.3546028137207,0.41051095724105835,0.2516959011554718,0.4227180480957031,0.3160267770290375,0.19857026636600494,0.44483038783073425,0.09090909361839294,0.22727273404598236,0.3181818127632141,0.8932806253433228,276.0
23,0,23,0,0.005,58.20735549926758,0.3343361020088196,0.31205397844314575,57.56096649169922,0.4082704484462738,0.21102222800254822,0.4209780693054199,0.31948691606521606,0.2012932151556015,0.4349822402000427,0.09090909361839294,0.1818181872367859,0.3181818127632141,0.8906456232070923,276.0
24,0,24,0,0.005,57.06209945678711,0.32149404287338257,0.31268391013145447,56.427921295166016,0.41001683473587036,0.20983082056045532,0.4298234283924103,0.31546926498413086,0.17586013674736023,0.43276187777519226,0.09090909361839294,0.22727273404598236,0.22727273404598236,0.874176561832428,276.0
25,0,25,0,0.005,56.43887710571289,0.36615777015686035,0.335880309343338,55.736839294433594,0.4020727276802063,0.2251710742712021,0.42040377855300903,0.31677010655403137,0.17323899269104004,0.4363175630569458,0.09090909361839294,0.13636364042758942,0.6363636255264282,0.875823438167572,276.0
26,0,26,0,0.005,55.40223693847656,0.3648650646209717,0.33898869156837463,54.69838333129883,0.40765905380249023,0.23339390754699707,0.425474613904953,0.31446364521980286,0.17343682050704956,0.43891653418540955,0.13636364042758942,0.1818181872367859,0.40909093618392944,0.8922924995422363,276.0
27,0,27,0,0.005,54.221527099609375,0.34190836548805237,0.19798320531845093,53.681636810302734,0.409124493598938,0.2057538628578186,0.41539105772972107,0.3152051866054535,0.18742907047271729,0.43847203254699707,0.09090909361839294,0.22727273404598236,0.3636363744735718,0.885046124458313,276.0
28,0,28,0,0.005,53.01333999633789,0.3852088451385498,0.12222055345773697,52.50590896606445,0.4048267602920532,0.19179296493530273,0.42904722690582275,0.31599998474121094,0.18012715876102448,0.43604305386543274,0.09090909361839294,0.3181818127632141,0.40909093618392944,0.8992094993591309,276.0
29,0,29,0,0.005,52.182395935058594,0.36395639181137085,0.25056350231170654,51.567874908447266,0.4078335762023926,0.19091051816940308,0.4261305332183838,0.3149169683456421,0.17170248925685883,0.4431097209453583,0.09090909361839294,0.22727273404598236,0.27272728085517883,0.8893280625343323,276.0
30,0,30,0,0.005,51.15573501586914,0.3892299234867096,0.1942916363477707,50.57221221923828,0.40511471033096313,0.18868416547775269,0.4265850782394409,0.3090881407260895,0.17378243803977966,0.4301877021789551,0.09090909361839294,0.3181818127632141,0.3636363744735718,0.8837286233901978,276.0
31,0,31,0,0.005,50.536190032958984,0.358886182308197,0.1069033071398735,50.07040023803711,0.40746933221817017,0.18762065470218658,0.4274919033050537,0.31639209389686584,0.167623370885849,0.44356709718704224,0.09090909361839294,0.3181818127632141,0.3181818127632141,0.8919631242752075,276.0
32,0,32,0,0.005,49.58919143676758,0.43057289719581604,0.08730079978704453,49.071319580078125,0.39936110377311707,0.1781322956085205,0.4009664058685303,0.31004151701927185,0.18414290249347687,0.4325912594795227,0.09090909361839294,0.27272728085517883,0.22727273404598236,0.8972331881523132,276.0
33,0,33,0,0.005,48.4649772644043,0.394243448972702,0.15376819670200348,47.91696548461914,0.40500617027282715,0.1885145604610443,0.44031110405921936,0.3073798418045044,0.16181263327598572,0.4375861883163452,0.09090909361839294,0.4545454680919647,0.3181818127632141,0.8889986872673035,276.0
34,0,34,0,0.005,47.99671173095703,0.4293626844882965,0.10023016482591629,47.46711730957031,0.40639710426330566,0.18898677825927734,0.4209051728248596,0.30924299359321594,0.1627683937549591,0.440053790807724,0.13636364042758942,0.4545454680919647,0.22727273404598236,0.8870224356651306,276.0
35,0,35,0,0.005,46.50614929199219,0.3903924226760864,0.011994322761893272,46.103763580322266,0.4038618803024292,0.16056331992149353,0.4312640428543091,0.3024986982345581,0.15080036222934723,0.43715643882751465,0.09090909361839294,0.40909093618392944,0.40909093618392944,0.8955863118171692,276.0
36,0,36,0,0.005,45.7247200012207,0.397073894739151,0.0848073735833168,45.24283981323242,0.4039572477340698,0.17124414443969727,0.4043411910533905,0.29960691928863525,0.1523556411266327,0.42924490571022034,0.13636364042758942,0.4545454680919647,0.22727273404598236,0.9143610000610352,276.0
37,0,37,0,0.005,45.13149642944336,0.42423081398010254,0.0,44.7072639465332,0.39853915572166443,0.16382074356079102,0.4336403012275696,0.29826629161834717,0.15390577912330627,0.44268926978111267,0.09090909361839294,0.3636363744735718,0.22727273404598236,0.8893280625343323,276.0
38,0,38,0,0.005,44.531761169433594,0.4353979527950287,0.05826527252793312,44.0380973815918,0.39616847038269043,0.1823636293411255,0.4320390820503235,0.2970244288444519,0.1312381774187088,0.4486248195171356,0.09090909361839294,0.22727273404598236,0.5454545617103577,0.8919631242752075,276.0
39,0,39,0,0.005,43.59041213989258,0.4323740303516388,0.03277555853128433,43.12526321411133,0.4009656310081482,0.1867719292640686,0.42411792278289795,0.29516735672950745,0.12064699083566666,0.4319400489330292,0.09090909361839294,0.4545454680919647,0.3181818127632141,0.8972331881523132,276.0
40,0,40,0,0.005,42.34849548339844,0.5308001041412354,0.0,41.81769561767578,0.3891081213951111,0.14403042197227478,0.43135541677474976,0.28312188386917114,0.12537653744220734,0.43712425231933594,0.09090909361839294,0.5909091234207153,0.40909093618392944,0.9021739363670349,276.0
41,0,41,0,0.005,42.07817459106445,0.476448118686676,0.02023574709892273,41.58148956298828,0.3974526524543762,0.1877480447292328,0.414065957069397,0.28305134177207947,0.1182183250784874,0.4357825815677643,0.13636364042758942,0.27272728085517883,0.3181818127632141,0.888010561466217,276.0
42,0,42,0,0.005,41.59077835083008,0.45767921209335327,0.0,41.13309860229492,0.39284467697143555,0.15949472784996033,0.43618345260620117,0.2902469336986542,0.11974501609802246,0.4357883036136627,0.09090909361839294,0.40909093618392944,0.40909093618392944,0.897562563419342,276.0
43,0,43,0,0.005,39.79461669921875,0.3977224826812744,0.0,39.39689254760742,0.4050939083099365,0.1305389702320099,0.4263516664505005,0.2726812958717346,0.09681029617786407,0.41767415404319763,0.09090909361839294,0.5454545617103577,0.3636363744735718,0.9048089981079102,276.0
44,0,44,0,0.005,39.75031661987305,0.451193243265152,0.0,39.29912185668945,0.3955700099468231,0.16954432427883148,0.4275103807449341,0.2821395695209503,0.11528085917234421,0.44907090067863464,0.09090909361839294,0.5909091234207153,0.5909091234207153,0.8952569365501404,276.0
45,0,45,0,0.005,39.68001937866211,0.4654943346977234,0.0,39.21452331542969,0.39954113960266113,0.09872002899646759,0.44407570362091064,0.2821356952190399,0.12292763590812683,0.44616660475730896,0.13636364042758942,0.5,0.4545454680919647,0.8840579986572266,276.0
46,0,46,0,0.005,38.413692474365234,0.5059510469436646,0.0,37.90774154663086,0.3910455107688904,0.15886114537715912,0.4280417859554291,0.2787986099720001,0.09974712133407593,0.4396684765815735,0.09090909361839294,0.40909093618392944,0.27272728085517883,0.9005270004272461,276.0
47,0,47,0,0.005,38.01163864135742,0.4759248197078705,0.0,37.53571319580078,0.3947927951812744,0.13376492261886597,0.43354856967926025,0.2778564393520355,0.07700194418430328,0.4311104714870453,0.09090909361839294,0.3636363744735718,0.1818181872367859,0.9104084372520447,275.0
48,0,48,0,0.005,37.42808532714844,0.48434123396873474,0.0,36.94374465942383,0.391255259513855,0.14250729978084564,0.4257325232028961,0.2781246602535248,0.07862133532762527,0.4409545660018921,0.13636364042758942,0.4545454680919647,0.3181818127632141,0.895915687084198,275.0
49,0,49,0,0.005,36.91570281982422,0.4723433554172516,0.0,36.443359375,0.39269161224365234,0.1365467607975006,0.4403887987136841,0.27544841170310974,0.07940009236335754,0.4344921112060547,0.09090909361839294,0.40909093618392944,0.40909093618392944,0.9225955009460449,275.0
50,0,50,0,0.005,36.232147216796875,0.5101003646850586,0.0,35.7220458984375,0.3846879005432129,0.11561287939548492,0.42916765809059143,0.2736475169658661,0.08725514262914658,0.4478909969329834,0.09090909361839294,0.5909091234207153,0.3636363744735718,0.8992094993591309,276.0
51,0,51,0,0.005,35.93311309814453,0.4971892833709717,0.0,35.4359245300293,0.3802616000175476,0.12137211859226227,0.4120069444179535,0.2740204632282257,0.08361249417066574,0.4338444173336029,0.09090909361839294,0.3181818127632141,0.3636363744735718,0.9084321856498718,276.0
52,0,52,0,0.005,35.59975814819336,0.515748143196106,0.0,35.08401107788086,0.3791288733482361,0.1019623726606369,0.44622188806533813,0.27464497089385986,0.08879803121089935,0.44887804985046387,0.09090909361839294,0.5454545617103577,0.3636363744735718,0.898880124092102,276.0
53,0,53,0,0.005,34.65250015258789,0.5071132183074951,0.0,34.1453857421875,0.38269832730293274,0.1192815750837326,0.43849480152130127,0.2718837857246399,0.07751486450433731,0.45252755284309387,0.09090909361839294,0.5,0.40909093618392944,0.9156785607337952,275.0
54,0,54,0,0.005,33.52644348144531,0.39835450053215027,0.0,33.128089904785156,0.41151362657546997,0.09921106696128845,0.41143789887428284,0.2708025574684143,0.07065856456756592,0.43872323632240295,0.09090909361839294,0.8181818723678589,0.5909091234207153,0.9054677486419678,275.0
55,0,55,0,0.005,32.79625701904297,0.47791722416877747,0.0,32.31834030151367,0.3926149606704712,0.1042700931429863,0.4373513460159302,0.2684374451637268,0.07704085856676102,0.436409592628479,0.09090909361839294,0.7272727489471436,0.3181818127632141,0.905138373374939,275.0
56,0,56,0,0.005,33.10045623779297,0.46907445788383484,0.0,32.63138198852539,0.39884698390960693,0.0961013212800026,0.4236897826194763,0.2758714258670807,0.09320779889822006,0.4459201693534851,0.09090909361839294,0.5,0.27272728085517883,0.9140316247940063,275.0
57,0,57,0,0.005,32.0491828918457,0.4046574831008911,0.0,31.6445255279541,0.4104521870613098,0.13621602952480316,0.4273412227630615,0.27086934447288513,0.0955134779214859,0.44658029079437256,0.09090909361839294,0.40909093618392944,0.5909091234207153,0.9100790619850159,275.0
58,0,58,0,0.005,32.08540344238281,0.4729180634021759,0.0,31.612485885620117,0.3985607624053955,0.10089562833309174,0.4556463956832886,0.27447178959846497,0.06743301451206207,0.446478009223938,0.09090909361839294,0.6363636255264282,0.40909093618392944,0.8939393758773804,274.0
59,0,59,0,0.005,30.89381980895996,0.4775817394256592,0.0,30.41623878479004,0.3960059881210327,0.10297516733407974,0.4472857117652893,0.2694821059703827,0.0876588448882103,0.43222153186798096,0.09090909361839294,0.3636363744735718,0.3181818127632141,0.9074440002441406,274.0
60,0,60,0,0.005,30.763343811035156,0.5727804899215698,0.0,30.190563201904297,0.38292196393013,0.1276315152645111,0.4455428719520569,0.27458539605140686,0.06851333379745483,0.45704296231269836,0.09090909361839294,0.40909093618392944,0.5,0.9081027507781982,273.0
61,0,61,0,0.005,30.62841796875,0.508245587348938,0.0,30.12017250061035,0.38649335503578186,0.10035593807697296,0.430782675743103,0.2804528772830963,0.07008972018957138,0.44229909777641296,0.09090909361839294,0.6818181872367859,0.3181818127632141,0.9123847484588623,274.0
62,0,62,0,0.005,29.44247055053711,0.47913840413093567,0.0,28.96333122253418,0.39286530017852783,0.10892462730407715,0.44275805354118347,0.2782154381275177,0.0650230348110199,0.4525512754917145,0.13636364042758942,0.7727273106575012,0.3636363744735718,0.9057971239089966,274.0
63,0,63,0,0.005,29.5858211517334,0.508928120136261,0.0,29.076892852783203,0.39594826102256775,0.11611253023147583,0.44542407989501953,0.28206419944763184,0.06420674920082092,0.45922306180000305,0.09090909361839294,0.4545454680919647,0.3181818127632141,0.9143610000610352,273.0
64,0,64,0,0.005,29.068145751953125,0.5899085998535156,0.0,28.47823715209961,0.3816777765750885,0.1602805256843567,0.41430655121803284,0.2829433083534241,0.09401880204677582,0.45818448066711426,0.09090909361839294,0.1818181872367859,0.22727273404598236,0.9005270004272461,274.0
65,0,65,0,0.005,28.063167572021484,0.4644778370857239,0.0,27.598690032958984,0.41376107931137085,0.1455141305923462,0.42539459466934204,0.2824123203754425,0.08080219477415085,0.45814040303230286,0.09090909361839294,0.5,0.5454545617103577,0.9113965630531311,271.0
66,0,66,0,0.005,27.553335189819336,0.4758121073246002,0.0,27.07752227783203,0.40812158584594727,0.13539054989814758,0.4281895160675049,0.2866152822971344,0.10150755941867828,0.4505825340747833,0.09090909361839294,0.5454545617103577,0.3636363744735718,0.9123847484588623,274.0
67,0,67,0,0.005,27.18421173095703,0.43351858854293823,0.0,26.75069236755371,0.3984677195549011,0.12293995916843414,0.4230518341064453,0.2859443128108978,0.0872868075966835,0.4499861001968384,0.13636364042758942,0.4545454680919647,0.3636363744735718,0.9064558744430542,271.0
68,0,68,0,0.005,26.317792892456055,0.4687722325325012,0.0,25.84902000427246,0.40686455368995667,0.12991861999034882,0.44474729895591736,0.28173115849494934,0.08082377910614014,0.4532026946544647,0.09090909361839294,0.5454545617103577,0.27272728085517883,0.9232543110847473,269.0
69,0,69,0,0.005,25.980913162231445,0.5493639707565308,0.0,25.431549072265625,0.39721089601516724,0.15007269382476807,0.4347144365310669,0.2844250202178955,0.09477981925010681,0.46010783314704895,0.09090909361839294,0.5,0.40909093618392944,0.9044795632362366,270.0
70,0,70,0,0.005,26.437170028686523,0.5568122863769531,0.0,25.88035774230957,0.3904012441635132,0.09335935860872269,0.4511847496032715,0.291227787733078,0.08994132280349731,0.4667048156261444,0.13636364042758942,0.7727273106575012,0.1818181872367859,0.8916337490081787,271.0
71,0,71,0,0.005,24.835296630859375,0.4707099497318268,0.0,24.364585876464844,0.42462289333343506,0.09276038408279419,0.4593353271484375,0.2799975872039795,0.09152678400278091,0.4561956822872162,0.09090909361839294,0.5,0.40909093618392944,0.9001976251602173,267.0
72,0,72,0,0.005,24.44203758239746,0.5422703623771667,0.0,23.89976692199707,0.409554123878479,0.12426415085792542,0.4401128888130188,0.28306084871292114,0.07645566761493683,0.4549212157726288,0.13636364042758942,0.3181818127632141,0.3181818127632141,0.9034914374351501,268.0
73,0,73,0,0.005,24.727802276611328,0.5558732748031616,0.0,24.17192840576172,0.3972524106502533,0.14133977890014648,0.4488791823387146,0.28928831219673157,0.0935109406709671,0.45919913053512573,0.13636364042758942,0.4545454680919647,0.27272728085517883,0.9005270004272461,265.0
74,0,74,0,0.005,23.6125431060791,0.5289390683174133,0.0,23.08360481262207,0.4225021004676819,0.1660119593143463,0.46693018078804016,0.2833237946033478,0.09754250198602676,0.46146515011787415,0.13636364042758942,0.3636363744735718,0.27272728085517883,0.9015151858329773,266.0
75,0,75,0,0.005,24.717626571655273,0.6062085628509521,0.0,24.111417770385742,0.4015987515449524,0.07518784701824188,0.42823952436447144,0.29760444164276123,0.05988393723964691,0.46733516454696655,0.09090909361839294,0.8636363744735718,0.40909093618392944,0.8916337490081787,265.0
76,0,76,0,0.005,23.2919921875,0.5945173501968384,0.0,22.69747543334961,0.40664130449295044,0.10355351865291595,0.44358932971954346,0.28330889344215393,0.08242664486169815,0.46250084042549133,0.09090909361839294,0.3636363744735718,0.4545454680919647,0.905138373374939,262.0
77,0,77,0,0.005,23.385129928588867,0.6359343528747559,0.0,22.749195098876953,0.38640186190605164,0.10281261801719666,0.46635299921035767,0.2925610840320587,0.08147869259119034,0.45784133672714233,0.09090909361839294,0.6818181872367859,0.1818181872367859,0.8998682498931885,262.0
78,0,78,0,0.005,22.996877670288086,0.5515104532241821,0.0,22.44536781311035,0.403736412525177,0.12670119106769562,0.4641793966293335,0.29562410712242126,0.08899227529764175,0.46536582708358765,0.09090909361839294,0.5454545617103577,0.3181818127632141,0.9041501879692078,269.0
79,0,79,0,0.005,22.799190521240234,0.5434983372688293,0.0,22.255691528320312,0.4086058735847473,0.11354350298643112,0.4408685266971588,0.29382815957069397,0.09410857409238815,0.45611390471458435,0.09090909361839294,0.3181818127632141,0.4545454680919647,0.9077733755111694,264.0
80,0,80,0,0.005,21.864343643188477,0.46872860193252563,0.0,21.395614624023438,0.4213540554046631,0.11955663561820984,0.43538421392440796,0.2885205149650574,0.0807451531291008,0.4734404981136322,0.09090909361839294,0.8636363744735718,0.22727273404598236,0.9173254370689392,262.0
81,0,81,0,0.005,21.54244613647461,0.4997272789478302,0.0,21.0427188873291,0.42341190576553345,0.11619186401367188,0.44501012563705444,0.2853565812110901,0.07539992779493332,0.47150856256484985,0.09090909361839294,0.8181818723678589,0.27272728085517883,0.9054677486419678,257.0
82,0,82,0,0.005,21.65517807006836,0.48380956053733826,0.0,21.171367645263672,0.4264613687992096,0.1421852558851242,0.4560999274253845,0.29111066460609436,0.08521845191717148,0.46687251329421997,0.09090909361839294,0.3636363744735718,0.4545454680919647,0.8992094993591309,259.0
83,0,83,0,0.005,20.517486572265625,0.527618944644928,0.0,19.9898681640625,0.41189560294151306,0.11543812602758408,0.46389490365982056,0.2892839014530182,0.0944024845957756,0.45334404706954956,0.09090909361839294,0.22727273404598236,0.40909093618392944,0.9044795632362366,260.0
84,0,84,0,0.005,20.506685256958008,0.6188837885856628,0.0,19.887802124023438,0.4021089971065521,0.10457317531108856,0.4558330774307251,0.2851885259151459,0.06467781215906143,0.4732310175895691,0.09090909361839294,0.40909093618392944,0.40909093618392944,0.9054677486419678,258.0
85,0,85,0,0.005,21.223278045654297,0.5612897276878357,0.0,20.661989212036133,0.3922061324119568,0.12005492299795151,0.4418293833732605,0.2919023334980011,0.06550692021846771,0.46894964575767517,0.09090909361839294,0.3181818127632141,0.1818181872367859,0.9143610000610352,258.0
86,0,86,0,0.005,20.12838363647461,0.44681262969970703,0.0,19.681570053100586,0.4276044964790344,0.12631575763225555,0.4721350073814392,0.2873421311378479,0.06557991355657578,0.4795173406600952,0.09090909361839294,0.27272728085517883,0.5454545617103577,0.9189723134040833,258.0
87,0,87,0,0.005,20.26932144165039,0.6835687160491943,0.0,19.585752487182617,0.3949836492538452,0.07417094707489014,0.44034343957901,0.2931239604949951,0.06562110781669617,0.4798176884651184,0.09090909361839294,0.6818181872367859,0.40909093618392944,0.9140316247940063,263.0
88,0,88,0,0.005,19.626056671142578,0.5421071648597717,0.0,19.08395004272461,0.4178122282028198,0.09444282948970795,0.4416705369949341,0.2786957323551178,0.06543468683958054,0.47041285037994385,0.09090909361839294,0.5,0.40909093618392944,0.9104084372520447,250.0
89,0,89,0,0.005,19.76018714904785,0.46772468090057373,0.0,19.292463302612305,0.4289722442626953,0.12339578568935394,0.4413665235042572,0.28827258944511414,0.07073113322257996,0.4757827818393707,0.09090909361839294,0.6363636255264282,0.3636363744735718,0.8952569365501404,257.0
90,0,90,0,0.005,19.077653884887695,0.49914273619651794,0.0,18.578510284423828,0.42258220911026,0.11784027516841888,0.4231969118118286,0.27838239073753357,0.04860985651612282,0.4752103090286255,0.09090909361839294,0.7272727489471436,0.22727273404598236,0.9127141237258911,249.0
91,0,91,0,0.005,19.34510612487793,0.5832480192184448,0.0,18.761857986450195,0.41494956612586975,0.10614030063152313,0.4594489336013794,0.2896227538585663,0.06774621456861496,0.47769373655319214,0.09090909361839294,0.5909091234207153,0.40909093618392944,0.9107378125190735,256.0
92,0,92,0,0.005,18.45889663696289,0.6802142262458801,0.0,17.778682708740234,0.37903735041618347,0.11797496676445007,0.43414074182510376,0.2733188271522522,0.04751616343855858,0.4719661474227905,0.09090909361839294,0.6818181872367859,0.4545454680919647,0.9110671877861023,241.0
93,0,93,0,0.005,18.85483741760254,0.5409551858901978,0.0,18.31388282775879,0.4203351140022278,0.060660913586616516,0.46823427081108093,0.2794901430606842,0.05910667032003403,0.4779512882232666,0.09090909361839294,0.6818181872367859,0.40909093618392944,0.9117259383201599,247.0
94,0,94,0,0.005,18.92217445373535,0.5753491520881653,0.0,18.346824645996094,0.4196068048477173,0.0792330652475357,0.4537954032421112,0.27787771821022034,0.05640076473355293,0.480449378490448,0.09090909361839294,0.40909093618392944,0.5,0.905138373374939,246.0
95,0,95,0,0.005,18.342004776000977,0.5137357115745544,0.0,17.828269958496094,0.4263334274291992,0.09840625524520874,0.4750444293022156,0.27113181352615356,0.05214719474315643,0.4815850257873535,0.09090909361839294,0.7727273106575012,0.13636364042758942,0.898880124092102,238.0
96,0,96,0,0.005,17.867109298706055,0.6578000783920288,0.0,17.209308624267578,0.40953749418258667,0.0749177485704422,0.46981000900268555,0.2603706121444702,0.045834269374608994,0.479425847530365,0.09090909361839294,0.8636363744735718,0.22727273404598236,0.9199604988098145,226.0
97,0,97,0,0.005,17.220680236816406,0.6616023778915405,0.0,16.559078216552734,0.38198280334472656,0.06159602478146553,0.4266098439693451,0.2631826102733612,0.036507345736026764,0.4777612090110779,0.09090909361839294,0.7727273106575012,0.22727273404598236,0.9183135628700256,241.0
98,0,98,0,0.005,16.997360229492188,0.5620737075805664,0.0,16.435285568237305,0.40081775188446045,0.09687473624944687,0.46184366941452026,0.26654210686683655,0.043385833501815796,0.4868963956832886,0.09090909361839294,0.6818181872367859,0.27272728085517883,0.9130434989929199,242.0
99,0,99,0,0.005,17.793842315673828,0.518385648727417,0.0,17.27545738220215,0.4236210584640503,0.06340311467647552,0.44383108615875244,0.275139719247818,0.03463881090283394,0.4816840887069702,0.09090909361839294,0.7272727489471436,0.27272728085517883,0.9015151858329773,240.0
