iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.164376,[1.       0.963654],44.79213,[1.       0.963654],46.19919,,159.77637,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,8.953986,[1.        0.9960849],26.256304,[1.        0.9960849],38.64785,,135.7019,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.861414,[1.         0.99980867],14.351729,[1.         0.99980867],30.143526,,107.28686,
3,4.1357975,[1.       0.887554],6.5950418,[1.       0.887554],5.032815,,9.357401,,3.3729393,[1.        0.9997877],9.789851,[1.        0.9997877],26.368006,,94.46409,
4,3.1195843,[1.        0.9508859],5.0485535,[1.        0.9508859],3.9542212,,7.639818,,2.6638615,[1.         0.99980354],7.5540605,[1.         0.99980354],24.000303,,85.98619,
5,2.4494958,[1.        0.9994273],4.0269876,[1.        0.9994273],3.2186344,,6.429165,,2.8131213,[1.      0.99717],7.619479,[1.      0.99717],26.079018,,92.841736,
6,1.959446,[1.        0.9998304],3.281033,[1.        0.9998304],2.7567928,,5.748439,,3.3461018,[1.         0.97950137],8.150342,[1.         0.97950137],26.64968,,93.05172,
7,1.49272,[1.        0.9999848],2.5648956,[1.        0.9999848],2.1424966,,4.584989,,4.7178555,[1.        0.9458082],10.89735,[1.        0.9458082],34.217953,,116.69031,
8,0.83953357,[0.9999611 1.       ],1.5373303,[0.9999611 1.       ],1.5702405,,3.7843487,,12.959285,[1.        0.8787148],24.525175,[1.        0.8787148],52.032394,,160.24709,
9,0.35619026,[0.9998239 1.       ],0.72453195,[0.9998239 1.       ],1.0109714,,2.7411816,,20.135069,[1.       0.817432],40.117783,[1.       0.817432],96.36797,,294.84396,
10,0.37674364,[0.9999963 1.       ],0.73482275,[0.9999963 1.       ],1.0184958,,2.725986,,21.57378,[1.         0.80469614],43.42198,[1.         0.80469614],107.42554,,329.3845,
11,0.34635612,[1.         0.99993706],0.67579764,[1.         0.99993706],0.9940304,,2.692741,,21.473051,[1.        0.8133131],43.617027,[1.        0.8133131],110.814964,,342.02426,
