,time [s]
initialize,0.003359
pretrain_policy,7.589968
initialize_CEGIS,0.177406
iter0_learner,3.221801
iter0_plot,0.0948
iter0_verifier,0.784
iter0_process_counterexamples,0.024398
iter1_learner,3.664894
iter1_plot,0.00472
iter1_verifier,0.40584
iter1_process_counterexamples,0.024831
iter2_learner,2.517102
iter2_plot,0.004583
iter2_verifier,0.363287
iter2_process_counterexamples,0.0242
iter3_learner,2.772914
iter3_plot,0.004647
iter3_verifier,0.361175
iter3_process_counterexamples,0.025266
iter4_learner,2.706371
iter4_plot,0.004916
iter4_verifier,0.441926
iter4_process_counterexamples,0.025857
iter5_learner,2.712422
iter5_plot,0.004921
iter5_verifier,0.42795
iter5_process_counterexamples,0.02316
iter6_learner,2.733378
iter6_plot,0.004911
iter6_verifier,0.424881
iter6_process_counterexamples,0.023495
iter7_learner,2.721966
iter7_plot,0.004886
iter7_verifier,0.524191
iter7_process_counterexamples,0.02349
iter8_learner,2.758526
iter8_plot,0.004963
iter8_verifier,0.647147
iter8_process_counterexamples,0.024559
iter9_learner,2.742127
iter9_plot,0.005014
iter9_verifier,0.693552
iter9_process_counterexamples,0.023576
iter10_learner,2.703988
iter10_plot,0.005221
iter10_verifier,0.671076
iter10_process_counterexamples,0.023117
iter11_learner,2.733246
iter11_plot,0.005149
iter11_verifier,71.30034
