,info
start_date,2026-02-05_15-48-08
model,MyPendulum
layout,0
seed,1
ckpt,
algorithm,PPO_JAX
probability_bound,0.9999
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,True
status,success
total_CEGIS_time,260.610657
verify_samples,19600
verify_samples_naive,0
