iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.0375,[1.        0.9678995],44.082317,[1.        0.9678995],46.072655,,157.96603,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.696791,[1.         0.96497846],26.989357,[1.         0.96497846],41.767864,,144.1802,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9935126,[1.        0.9999048],14.048568,[1.        0.9999048],31.47534,,111.11735,
3,4.1013646,[1.       0.886226],6.5480576,[1.       0.886226],4.9509406,,9.176047,,3.4776218,[0.9999372 1.       ],9.708751,[0.9999372 1.       ],26.200476,,92.84818,
4,3.06152,[1.       0.953197],4.9788976,[1.       0.953197],3.8714144,,7.5040684,,2.9683733,[1.        0.9996807],8.04235,[1.        0.9996807],27.239332,,96.21535,
5,2.4370937,[1.        0.9999642],4.0297184,[1.        0.9999642],3.2655673,,6.6035967,,3.4073987,[1.       0.969285],8.609333,[1.       0.969285],32.228367,,113.243385,
6,1.9119456,[0.9999113 1.       ],3.239085,[0.9999113 1.       ],2.7213192,,5.7618427,,5.478602,[1.        0.9304204],12.364724,[1.        0.9304204],42.656433,,145.03941,
7,1.0001105,[1.         0.99982154],1.7771035,[1.         0.99982154],1.6892748,,3.9148421,,14.471513,[1.         0.90977913],29.457336,[1.         0.90977913],75.284515,,235.9586,
8,0.41224843,[0.9999718 1.       ],0.76948595,[0.9999718 1.       ],0.93508375,,2.3789926,,19.196402,[1.        0.8809954],39.517773,[1.        0.8809954],108.60837,,338.99506,
9,0.33026513,[0.99998856 1.        ],0.61554605,[0.99998856 1.        ],0.9655134,,2.5733774,,20.936054,[1.         0.87248677],42.379482,[1.         0.87248677],116.12249,,360.8647,
10,0.3742668,[1.         0.99927485],0.67518824,[1.         0.99927485],1.0424141,,2.7441504,,20.80617,[1.         0.85569656],42.13609,[1.         0.85569656],116.46924,,362.48694,
