iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.075233,[1.        0.9673975],44.151962,[1.        0.9673975],46.04357,,157.8824,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.716818,[1.         0.96400595],27.022486,[1.         0.96400595],41.830086,,144.23213,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9381723,[1.        0.9994954],13.934329,[1.        0.9994954],31.484472,,111.04088,
3,4.08882,[1.         0.88635314],6.543446,[1.         0.88635314],4.9404216,,9.180258,,3.4320376,[1.        0.9998008],9.593724,[1.        0.9998008],26.364815,,92.97995,
4,3.0717287,[1.        0.9524929],5.0067573,[1.        0.9524929],3.916315,,7.63636,,2.9646075,[1.        0.9997179],8.069804,[1.        0.9997179],29.0505,,102.64028,
5,2.4963248,[1.        0.9963659],4.117479,[1.        0.9963659],3.2255754,,6.4145217,,3.1264334,[1.        0.9679489],8.062977,[1.        0.9679489],31.122612,,109.53324,
6,2.00417,[1.        0.9999552],3.3678527,[1.        0.9999552],2.9293323,,6.2320185,,4.5612216,[1.        0.9234183],10.476659,[1.        0.9234183],41.109375,,141.59492,
7,1.1501805,[1.        0.9999519],2.0357966,[1.        0.9999519],1.7931979,,4.042613,,12.2407,[1.        0.9050503],24.65375,[1.        0.9050503],67.6101,,215.51682,
8,0.5032372,[1.         0.99998486],0.9040248,[1.         0.99998486],1.1531005,,2.9122174,,18.29795,[1.         0.88346505],37.55211,[1.         0.88346505],99.29986,,306.40417,
9,0.43184102,[1.        0.9999367],0.7641562,[1.        0.9999367],0.98533463,,2.4879267,,20.013315,[1.         0.87599784],41.0104,[1.         0.87599784],107.64495,,330.6225,
10,0.35294765,[1.        0.9999551],0.6161615,[1.        0.9999551],0.9580941,,2.4913483,,20.215034,[1.        0.8849429],41.331135,[1.        0.8849429],111.534134,,342.75064,
11,0.34170133,[0.9999 1.    ],0.5979062,[0.9999 1.    ],0.9109029,,2.3631334,,20.46162,[1.        0.8821435],41.77608,[1.        0.8821435],114.28868,,352.598,
