,time [s]
initialize,0.003309
pretrain_policy,7.507722
initialize_CEGIS,0.175998
iter0_learner,4.629648
iter0_plot,0.093677
iter0_verifier,0.778102
iter0_process_counterexamples,0.025194
iter1_learner,11.09551
iter1_plot,0.004569
iter1_verifier,0.549986
iter1_process_counterexamples,0.024404
iter2_learner,9.758849
iter2_plot,0.004664
iter2_verifier,0.438016
iter2_process_counterexamples,0.024311
iter3_learner,10.07498
iter3_plot,0.004611
iter3_verifier,0.436712
iter3_process_counterexamples,0.024994
iter4_learner,10.029868
iter4_plot,0.004667
iter4_verifier,0.437027
iter4_process_counterexamples,0.023448
iter5_learner,10.051323
iter5_plot,0.00501
iter5_verifier,0.438891
iter5_process_counterexamples,0.023772
iter6_learner,10.064508
iter6_plot,0.004825
iter6_verifier,0.533788
iter6_process_counterexamples,0.023561
iter7_learner,10.052139
iter7_plot,0.004832
iter7_verifier,0.715518
iter7_process_counterexamples,0.023707
iter8_learner,10.045755
iter8_plot,0.004959
iter8_verifier,0.706314
iter8_process_counterexamples,0.02364
iter9_learner,10.085661
iter9_plot,0.005016
iter9_verifier,16.445803
iter9_process_counterexamples,0.040509
iter10_learner,10.017299
iter10_plot,0.005267
iter10_verifier,0.763409
iter10_process_counterexamples,0.024608
iter11_learner,9.99603
iter11_plot,0.005184
iter11_verifier,45.78997
