iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.009356,[1.        0.9683257],44.056355,[1.        0.9683257],46.09618,,158.12941,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.723335,[1.        0.9653944],27.054283,[1.        0.9653944],41.717182,,144.03038,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0613203,[1.        0.9999951],14.267593,[1.        0.9999951],32.17377,,113.645256,
3,4.16108,[1.         0.90530145],6.679663,[1.         0.90530145],4.9535937,,9.106539,,3.4996345,[1.        0.9996528],9.778248,[1.        0.9996528],26.359303,,92.92982,
4,3.1788318,[1.         0.96834284],5.18505,[1.         0.96834284],4.064321,,7.909631,,2.947344,[1.        0.9992449],8.026916,[1.        0.9992449],27.208944,,96.168884,
5,2.5631816,[0.9999994 1.       ],4.2529984,[0.9999994 1.       ],3.5325675,,7.216798,,3.3137143,[1.        0.9612349],8.4553175,[1.        0.9612349],32.27578,,113.696434,
6,2.0662935,[1.        0.9999816],3.4741817,[1.        0.9999816],2.8034163,,5.764849,,5.360309,[1.        0.9222061],11.7019,[1.        0.9222061],42.772217,,144.47292,
7,1.190687,[0.9999097 1.       ],2.07066,[0.9999097 1.       ],1.985347,,4.511394,,14.2463455,[1.         0.90745336],28.850706,[1.         0.90745336],74.62331,,237.2994,
8,0.59270084,[0.9999997 1.       ],1.0184547,[0.9999997 1.       ],1.1941931,,2.8823996,,18.57358,[1.        0.8842887],38.180153,[1.        0.8842887],99.77113,,309.28586,
9,0.37073335,[0.99997264 1.        ],0.6151514,[0.99997264 1.        ],1.0479273,,2.7175915,,19.813932,[1.        0.9095599],40.33004,[1.        0.9095599],107.1301,,328.39426,
10,0.28426588,[0.9956991 1.       ],0.49306494,[0.9956991 1.       ],1.0379022,,2.82513,,20.3247,[1.        0.9148009],41.45249,[1.        0.9148009],111.19025,,339.51398,
11,0.32240328,[0.9943251 1.       ],0.5515277,[0.9943251 1.       ],1.0881109,,2.932666,,20.146494,[1.         0.89872074],40.959213,[1.         0.89872074],110.753365,,338.9683,
