iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.232405,[1.         0.96569127],44.62248,[1.         0.96569127],46.029743,,159.39307,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.175548,[1.        0.9936607],26.493969,[1.        0.9936607],39.95463,,139.37988,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.8748813,[0.99999595 1.        ],14.212288,[0.99999595 1.        ],30.90138,,109.72041,
3,4.123491,[1.        0.8868252],6.581227,[1.        0.8868252],5.0113993,,9.317254,,3.3759573,[0.99995613 1.        ],9.701233,[0.99995613 1.        ],26.829739,,96.028625,
4,3.0693712,[1.        0.9530268],4.9834676,[1.        0.9530268],3.896433,,7.555062,,2.7661068,[1.        0.9999917],7.756613,[1.        0.9999917],24.438208,,87.3211,
5,2.4248555,[1.        0.9992968],3.9965594,[1.        0.9992968],3.1745822,,6.346883,,3.0770729,[1.         0.99684054],8.162282,[1.         0.99684054],26.648075,,94.19346,
6,1.9081892,[1.        0.9997934],3.2130663,[1.        0.9997934],2.7865345,,5.9281154,,4.1223416,[1.        0.9750921],9.591024,[1.        0.9750921],27.686867,,94.69174,
7,1.2852805,[0.99990034 1.        ],2.257004,[0.99990034 1.        ],1.9702687,,4.3853765,,7.9674425,[1.         0.92172813],16.653791,[1.         0.92172813],41.216164,,132.25725,
8,0.43317994,[1.        0.9998818],0.87743807,[1.        0.9998818],1.1220301,,2.9971144,,16.856941,[1.        0.8529204],34.473934,[1.        0.8529204],86.34906,,266.96344,
9,0.3543405,[1.        0.9998843],0.7046238,[1.        0.9998843],0.9404939,,2.5191672,,21.00356,[1.        0.8130156],42.658268,[1.        0.8130156],109.79979,,336.09967,
10,0.38459045,[0.99999106 1.        ],0.7491387,[0.99999106 1.        ],1.0088605,,2.6877441,,21.190699,[1.        0.8087599],43.258293,[1.        0.8087599],113.75446,,349.53146,
11,0.34934032,[1.        0.9999813],0.68719393,[1.        0.9999813],0.96538144,,2.6077442,,21.148407,[1.        0.8169083],43.378048,[1.        0.8169083],114.19596,,352.04648,
12,0.3566576,[1.        0.9973665],0.6823085,[1.        0.9973665],0.98347515,,2.635107,,21.178085,[1.        0.8146787],43.285107,[1.        0.8146787],115.47439,,355.6184,
