iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.056983,[1.         0.96709424],44.183865,[1.         0.96709424],46.080475,,158.048,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.911068,[1.        0.9630099],27.56631,[1.        0.9630099],42.554073,,146.65912,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1326976,[1.         0.99973124],14.449901,[1.         0.99973124],32.439674,,114.38792,
3,4.0460978,[1.         0.83647233],6.4555473,[1.         0.83647233],4.9057894,,9.165439,,3.6587517,[0.9999717 1.       ],10.145158,[0.9999717 1.       ],26.651169,,94.0364,
4,3.0931268,[1.        0.8935381],5.0117145,[1.        0.8935381],3.9835804,,7.799933,,3.1541567,[1.        0.9991773],8.492497,[1.        0.9991773],28.246637,,99.260445,
5,2.5004122,[1.        0.9372027],4.094978,[1.        0.9372027],3.3903563,,6.8666306,,3.3931494,[1.       0.973605],8.487491,[1.       0.973605],32.18209,,112.61771,
6,1.863369,[0.99948156 1.        ],3.1381373,[0.99948156 1.        ],2.8659658,,6.301148,,7.244771,[1.        0.9125503],13.90041,[1.        0.9125503],48.034172,,154.77005,
7,1.0205868,[1.         0.99992317],1.7908733,[1.         0.99992317],1.9502766,,4.7437677,,15.482811,[1.        0.9097231],30.992708,[1.        0.9097231],76.17425,,238.35077,
8,0.53793716,[1.       0.999853],0.9629892,[1.       0.999853],1.398705,,3.6799145,,19.15002,[1.         0.88868594],39.050426,[1.         0.88868594],98.157326,,298.2921,
9,0.32738125,[0.99985206 1.        ],0.59495395,[0.99985206 1.        ],1.1782372,,3.298603,,20.598154,[1.        0.9123887],41.754982,[1.        0.9123887],107.64343,,320.62158,
10,0.3557896,[1.         0.99851626],0.6304561,[1.         0.99851626],1.0997214,,3.000238,,20.6609,[1.        0.9045522],41.807575,[1.        0.9045522],108.16247,,322.38663,
11,0.3337156,[1.        0.9999588],0.5863946,[1.        0.9999588],1.0124835,,2.7598572,,20.587835,[1.         0.90374887],41.70832,[1.         0.90374887],108.79868,,323.90878,
