iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,50.10316,[1.         0.97602856 0.99962056],264.67038,[1.         0.97602856 0.99962056],163.7667,,1027.4991,
1,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,17.99637,[1.         0.99972534 0.9999285 ],85.40866,[1.         0.99972534 0.9999285 ],106.583954,,678.21106,
2,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,11.461226,[0.9999962  0.99986434 1.        ],48.0633,[0.9999962  0.99986434 1.        ],90.03693,,568.79254,
3,0.5910112,[1.        0.9999912 0.9999088],2.21998,[1.        0.9999912 0.9999088],1.6637272,,8.394559,,8.503497,[1.         0.99989325 0.9999684 ],33.54007,[1.         0.99989325 0.9999684 ],81.06014,,513.85736,
4,0.443154,[0.999992  1.        0.9998505],1.5242025,[0.999992  1.        0.9998505],1.9721566,,10.256012,,7.4777045,[0.99971104 0.9998268  1.        ],26.892416,[0.99971104 0.9998268  1.        ],79.08371,,495.79135,
5,0.4182818,[0.9999669  1.         0.99970174],1.3350097,[0.9999669  1.         0.99970174],2.3221164,,12.069724,,6.3848424,[0.9999443 1.        0.9994893],21.33285,[0.9999443 1.        0.9994893],77.27281,,483.31396,
6,0.46074384,[0.9998844 1.        0.9997037],1.4145073,[0.9998844 1.        0.9997037],2.6682687,,13.74684,,6.1635714,[1.         0.99985725 0.999613  ],18.83112,[1.         0.99985725 0.999613  ],83.67653,,521.46436,
7,0.48914325,[1.         0.99998444 0.9991452 ],1.4194561,[1.         0.99998444 0.9991452 ],3.2387955,,16.60567,,5.703298,[1.        0.9999399 0.99635  ],16.448072,[1.        0.9999399 0.99635  ],85.0551,,528.65186,
8,0.49530432,[1.        0.9999101 0.9994216],1.3921101,[1.        0.9999101 0.9994216],3.370278,,17.154718,,5.4945245,[1.         0.9998497  0.99785113],15.163221,[1.         0.9998497  0.99785113],89.34125,,554.4533,
9,0.528518,[0.9999576 1.        0.9937705],1.4230562,[0.9999576 1.        0.9937705],3.8554268,,19.495153,,5.4084654,[1.        0.9999001 0.9762813],14.104176,[1.        0.9999001 0.9762813],93.46357,,577.52264,
10,0.5193168,[1.         0.9999347  0.98711014],1.3669393,[1.         0.9999347  0.98711014],3.8567379,,19.311157,,5.5897217,[1.         0.9996174  0.95498747],13.9884815,[1.         0.9996174  0.95498747],100.62062,,616.8141,
