iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.034038,[1.        0.9679781],44.083298,[1.        0.9679781],46.061646,,157.95355,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.736377,[1.         0.96488184],27.026522,[1.         0.96488184],42.090477,,145.15034,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.0448246,[1.        0.9997911],14.211078,[1.        0.9997911],31.780684,,112.115295,
3,4.1149545,[1.      0.88594],6.569865,[1.      0.88594],4.9518976,,9.164239,,3.475893,[0.9999061 1.       ],9.720212,[0.9999061 1.       ],26.196625,,92.70688,
4,3.0927808,[1.         0.95132804],5.0269203,[1.         0.95132804],3.8571448,,7.414584,,2.9701982,[1.       0.999343],8.050121,[1.       0.999343],27.757572,,97.95516,
5,2.5033226,[1.        0.9982217],4.1240315,[1.        0.9982217],3.335544,,6.713003,,3.3247197,[1.        0.9673761],8.475743,[1.        0.9673761],32.287926,,113.665405,
6,1.9771315,[0.99991345 1.        ],3.3233037,[0.99991345 1.        ],2.8359747,,5.9943023,,5.5687423,[1.         0.92381066],11.912999,[1.         0.92381066],43.265995,,145.28381,
7,1.1228888,[1.         0.99990195],1.9650767,[1.         0.99990195],1.8221455,,4.131164,,14.63854,[1.        0.9094055],29.415556,[1.        0.9094055],72.85285,,228.89896,
8,0.5172014,[1.         0.99997264],0.92083895,[1.         0.99997264],1.1075757,,2.7449648,,18.702877,[1.        0.8821539],37.90998,[1.        0.8821539],99.706474,,309.36765,
9,0.3371343,[0.9999799 1.       ],0.6112364,[0.9999799 1.       ],0.9336956,,2.4421902,,20.420567,[1.        0.9105201],41.265594,[1.        0.9105201],115.512436,,355.80914,
10,0.32997,[1.        0.9999978],0.57987493,[1.        0.9999978],0.98003834,,2.577745,,20.346638,[1.        0.8946313],41.29315,[1.        0.8946313],116.02892,,357.75293,
11,0.34644437,[1.         0.99998873],0.60868263,[1.         0.99998873],0.9684935,,2.5316412,,20.288324,[1.         0.88777405],41.142838,[1.         0.88777405],117.51332,,363.20673,
