iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.009145,[1.         0.96802616],44.00522,[1.         0.96802616],46.005013,,157.70883,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.625802,[1.         0.96913993],26.748024,[1.         0.96913993],41.224884,,141.76785,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.963772,[1.        0.9990559],13.914605,[1.        0.9990559],31.187428,,109.600624,
3,4.2751665,[1.         0.91261315],6.751943,[1.         0.91261315],5.24213,,9.62208,,3.4919593,[1.        0.9997663],9.704997,[1.        0.9997663],26.210047,,92.47485,
4,3.2937138,[1.         0.97594064],5.2714515,[1.         0.97594064],4.3238673,,8.338608,,2.9378693,[1.         0.99958163],7.9794564,[1.         0.99958163],25.137604,,88.47993,
5,2.6560075,[0.99999875 1.        ],4.3124795,[0.99999875 1.        ],3.73492,,7.5267982,,3.0690691,[1.       0.974198],7.923332,[1.       0.974198],29.018261,,101.80401,
6,2.0661392,[1.         0.99997693],3.4107704,[1.         0.99997693],3.11628,,6.5232286,,4.1212234,[1.         0.93791765],9.348772,[1.         0.93791765],35.582134,,121.62616,
7,1.3376005,[1.        0.9998346],2.2969239,[1.        0.9998346],2.5229,,5.8572364,,11.233704,[1.      0.90276],21.584595,[1.      0.90276],60.392784,,190.52437,
8,0.5798468,[0.9999567 1.       ],1.0383135,[0.9999567 1.       ],1.867099,,4.915419,,17.756374,[1.         0.87175465],36.75036,[1.         0.87175465],107.11033,,336.92786,
9,0.34174538,[0.9999927 1.       ],0.6302442,[0.9999927 1.       ],1.7559932,,4.9354386,,21.156675,[1.        0.8724815],42.740353,[1.        0.8724815],129.56909,,407.6992,
10,0.36751038,[0.9999479 1.       ],0.6603084,[0.9999479 1.       ],1.6379474,,4.550413,,21.304253,[1.        0.8541403],42.852184,[1.        0.8541403],132.23389,,417.68423,
11,0.3562959,[0.9999926 1.       ],0.6442057,[0.9999926 1.       ],1.6430272,,4.585549,,21.274881,[1.        0.8555719],43.14938,[1.        0.8555719],133.48497,,421.66266,
