iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.014832,[1.        0.9678018],44.04304,[1.        0.9678018],46.02195,,157.77106,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.60288,[1.         0.96717757],26.78114,[1.         0.96717757],41.202354,,142.21872,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.828758,[1.        0.9996308],13.651313,[1.        0.9996308],30.772053,,108.58136,
3,4.3271155,[1.        0.9709806],6.6410003,[1.        0.9709806],5.306789,,9.503815,,3.336959,[1.         0.99972534],9.340027,[1.         0.99972534],25.265348,,89.45495,
4,3.324223,[0.9997786 1.       ],5.204295,[0.9997786 1.       ],4.454814,,8.607304,,2.7869072,[1.        0.9997363],7.6221666,[1.        0.9997363],25.709234,,90.97716,
5,2.7264032,[1.         0.99989045],4.3394246,[1.         0.99989045],3.85046,,7.780766,,2.834111,[1.        0.9742127],7.4026823,[1.        0.9742127],28.784739,,101.47839,
6,2.1780617,[0.9999803 1.       ],3.5425315,[0.9999803 1.       ],3.4831123,,7.5530324,,3.7027574,[1.        0.9354731],8.634471,[1.        0.9354731],34.970715,,121.20956,
7,1.5387954,[1.        0.9998871],2.592895,[1.        0.9998871],2.9427655,,6.955894,,8.595008,[1.         0.90444183],17.426653,[1.         0.90444183],54.949905,,180.21397,
8,0.63706434,[0.99995995 1.        ],1.150406,[0.99995995 1.        ],2.1651268,,5.8963723,,17.208317,[1.         0.87487936],35.68313,[1.         0.87487936],103.879425,,332.412,
9,0.36397523,[1.        0.9998848],0.6799299,[1.        0.9998848],1.8514929,,5.292142,,20.541458,[1.         0.86901015],41.840004,[1.         0.86901015],122.61549,,389.1412,
10,0.40593773,[1.        0.9999861],0.7249214,[1.        0.9999861],1.8086712,,5.079667,,20.504349,[1.        0.8437233],41.79219,[1.        0.8437233],123.139496,,391.22354,
11,0.35592306,[1.        0.9999988],0.6610651,[1.        0.9999988],1.8116872,,5.2012753,,20.445627,[1.        0.8511093],41.585598,[1.        0.8511093],125.41939,,398.11575,
12,0.37707683,[0.9998558 1.       ],0.7005679,[0.9998558 1.       ],1.7808247,,5.091793,,20.59802,[1.         0.83698004],41.54043,[1.         0.83698004],124.927704,,396.27173,
