iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.160213,[1.         0.96664053],44.510113,[1.         0.96664053],46.21752,,159.61975,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.867175,[1.         0.99549735],25.805166,[1.         0.99549735],38.394844,,134.64938,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.799884,[1.         0.99996126],14.039482,[1.         0.99996126],29.704163,,105.87869,
3,4.3513,[1.        0.9723578],6.660292,[1.        0.9723578],5.4040084,,9.738279,,3.3342187,[1.         0.99969697],9.5866585,[1.         0.99969697],25.776798,,92.27803,
4,3.32764,[1.         0.99993217],5.196449,[1.         0.99993217],4.4888496,,8.68406,,2.7045152,[1.        0.9998921],7.579071,[1.        0.9998921],23.188313,,82.93813,
5,2.6470478,[1.        0.9998825],4.2081714,[1.        0.9998825],3.9123573,,8.042777,,2.775703,[1.        0.9911893],7.431224,[1.        0.9911893],24.791218,,88.253784,
6,2.043187,[1.        0.9999756],3.3163297,[1.        0.9999756],3.4039912,,7.4690943,,2.8749905,[1.         0.96583676],7.263196,[1.         0.96583676],27.403831,,97.02199,
7,1.6845032,[1.        0.9998276],2.7724304,[1.        0.9998276],3.145082,,7.2425013,,3.7485867,[1.        0.9490625],8.76483,[1.        0.9490625],28.63119,,98.851875,
8,1.1221577,[1.         0.99990875],1.9233414,[1.         0.99990875],2.67639,,6.719927,,7.759975,[1.         0.90472287],15.371673,[1.         0.90472287],41.647243,,133.94563,
9,0.45817074,[1.         0.99999285],0.91104174,[1.         0.99999285],2.3868122,,6.9225655,,18.112524,[1.        0.8264162],35.11755,[1.        0.8264162],89.395294,,271.86038,
10,0.38576996,[1.        0.9999679],0.74961746,[1.        0.9999679],2.2517443,,6.5703316,,21.536934,[1.        0.7957551],42.41923,[1.        0.7957551],112.41648,,341.69904,
11,0.41492414,[1.         0.99999666],0.7982017,[1.         0.99999666],2.227571,,6.44445,,21.680008,[1.        0.7797221],43.42454,[1.        0.7797221],115.28708,,351.3089,
12,0.38163185,[0.9999998 1.       ],0.73895097,[0.9999998 1.       ],2.1607802,,6.3001137,,21.07174,[1.        0.7925059],42.701855,[1.        0.7925059],115.245834,,352.94336,
13,0.38915944,[1.         0.99658966],0.7479519,[1.         0.99658966],2.1684644,,6.3032556,,21.420317,[1.         0.79084975],43.166824,[1.         0.79084975],119.508484,,366.53668,
