,info
start_date,2024-12-30_09-28-10
model,LinearSystem
layout,0
seed,9
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
status,success
total_CEGIS_time,53.603736
verify_samples,90000
verify_samples_naive,0
