,time [s]
initialize,0.003298
pretrain_policy,7.501464
initialize_CEGIS,0.177405
iter0_learner,3.22679
iter0_plot,0.09338
iter0_verifier,0.77963
iter0_process_counterexamples,0.024736
iter1_learner,3.665068
iter1_plot,0.004731
iter1_verifier,0.406179
iter1_process_counterexamples,0.023848
iter2_learner,2.466238
iter2_plot,0.004638
iter2_verifier,0.37283
iter2_process_counterexamples,0.025271
iter3_learner,2.671458
iter3_plot,0.004671
iter3_verifier,0.371604
iter3_process_counterexamples,0.023932
iter4_learner,2.823609
iter4_plot,0.004725
iter4_verifier,0.540719
iter4_process_counterexamples,0.023633
iter5_learner,2.655346
iter5_plot,0.004679
iter5_verifier,0.43358
iter5_process_counterexamples,0.023211
iter6_learner,2.6646
iter6_plot,0.004809
iter6_verifier,0.434036
iter6_process_counterexamples,0.023601
iter7_learner,2.660489
iter7_plot,0.004891
iter7_verifier,0.529014
iter7_process_counterexamples,0.022742
iter8_learner,2.652055
iter8_plot,0.005039
iter8_verifier,0.673233
iter8_process_counterexamples,0.023333
iter9_learner,2.64888
iter9_plot,0.005242
iter9_verifier,0.680107
iter9_process_counterexamples,0.023586
iter10_learner,2.773765
iter10_plot,0.005081
iter10_verifier,0.610633
iter10_process_counterexamples,0.023741
iter11_learner,2.711989
iter11_plot,0.005242
iter11_verifier,20.277267
iter11_process_counterexamples,0.032809
iter12_learner,2.725018
iter12_plot,0.005582
iter12_verifier,106.341194
