iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.314482,[1.       0.962874],44.763996,[1.       0.962874],46.286053,,159.66995,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.102088,[1.        0.9970124],26.400597,[1.        0.9970124],38.45967,,134.59772,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.9161887,[0.99995285 1.        ],14.229976,[0.99995285 1.        ],30.029322,,106.80964,
3,4.0735254,[1.         0.83641285],6.502764,[1.         0.83641285],4.964634,,9.299073,,3.4439583,[1.        0.9997867],9.750773,[1.        0.9997867],26.392141,,94.26271,
4,3.0639875,[1.        0.8946939],4.9724727,[1.        0.8946939],4.0287642,,7.9958735,,2.772382,[1.       0.999896],7.6614146,[1.       0.999896],24.073643,,86.009575,
5,2.3397105,[1.        0.9461882],3.868113,[1.        0.9461882],3.3488224,,7.0311775,,3.0134752,[1.         0.99610734],7.9536314,[1.         0.99610734],26.716486,,94.91017,
6,1.8945599,[1.        0.9902986],3.1735573,[1.        0.9902986],2.8993742,,6.3256187,,3.58959,[1.        0.9869021],8.718918,[1.        0.9869021],28.114195,,98.376656,
7,1.454545,[1.         0.99999267],2.4903352,[1.         0.99999267],2.555706,,5.9485836,,5.4579253,[1.        0.9438859],12.000946,[1.        0.9438859],36.7961,,123.938065,
8,0.75927204,[0.9998363 1.       ],1.3933233,[0.9998363 1.       ],1.964537,,5.20908,,13.809492,[1.         0.88491064],27.470419,[1.         0.88491064],58.292255,,182.1249,
9,0.32619417,[1.        0.9999415],0.6504607,[1.        0.9999415],1.5319173,,4.491082,,20.985981,[1.        0.8312924],41.439407,[1.        0.8312924],99.11229,,302.69095,
10,0.37338224,[1.        0.9999994],0.71568537,[1.        0.9999994],1.4706786,,4.199026,,22.068954,[1.        0.8170228],43.78835,[1.        0.8170228],108.00362,,329.93307,
11,0.33973965,[1.         0.99999523],0.66307276,[1.         0.99999523],1.4723161,,4.283274,,22.21418,[1.        0.8241058],44.336853,[1.        0.8241058],111.7943,,343.01743,
12,0.35211536,[1.       0.997947],0.6599835,[1.       0.997947],1.4005882,,3.999215,,21.455616,[1.         0.82255685],43.315456,[1.         0.82255685],110.777084,,341.6006,
