iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.978702,[1.         0.96798676],44.0358,[1.         0.96798676],46.048264,,157.92162,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.587825,[1.        0.9667524],26.744041,[1.        0.9667524],41.41995,,143.06175,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9998693,[1.        0.9997041],14.04208,[1.        0.9997041],32.024548,,112.79144,
3,4.337658,[1.        0.9701409],6.6501436,[1.        0.9701409],5.321329,,9.51972,,3.4062233,[1.         0.99904037],9.508047,[1.         0.99904037],26.72761,,94.64852,
4,3.3519301,[1.        0.9999326],5.237682,[1.        0.9999326],4.5417686,,8.790006,,2.786168,[1.         0.99978334],7.6315427,[1.         0.99978334],25.563072,,89.95538,
5,2.8033977,[1.        0.9999155],4.437986,[1.        0.9999155],4.0827456,,8.299693,,2.6463728,[1.        0.9942316],6.989004,[1.        0.9942316],27.800823,,98.194214,
6,2.2390094,[1.         0.99996465],3.627473,[1.         0.99996465],3.5228152,,7.565316,,3.8225884,[1.       0.950367],9.176778,[1.       0.950367],37.35541,,129.94705,
7,1.3821028,[0.9999031 1.       ],2.3547204,[0.9999031 1.       ],2.9471383,,7.2181005,,10.369829,[1.       0.918729],19.841017,[1.       0.918729],62.07706,,198.27838,
8,0.6982843,[1.        0.9999704],1.2391416,[1.        0.9999704],2.202779,,5.9468846,,17.081139,[1.        0.8898354],33.644608,[1.        0.8898354],95.40847,,299.5162,
9,0.3748933,[1.        0.9996997],0.71170926,[1.        0.9996997],1.9284055,,5.5361137,,21.1054,[1.        0.8695052],41.521896,[1.        0.8695052],120.877625,,374.67407,
10,0.43390262,[1.        0.9999902],0.79894376,[1.        0.9999902],1.9089028,,5.37119,,21.205568,[1.        0.8505641],42.19903,[1.        0.8505641],123.0704,,384.29767,
