iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.102369,[1.        0.9650067],44.517517,[1.        0.9650067],45.825943,,158.37987,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,8.823478,[1.        0.9978161],25.767698,[1.        0.9978161],37.79549,,132.43343,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.7905,[1.         0.99989945],14.023257,[1.         0.99989945],29.181599,,103.75799,
3,4.305154,[1.         0.91576546],6.793083,[1.         0.91576546],5.3098555,,9.765971,,3.3758678,[1.        0.9989662],9.703755,[1.        0.9989662],25.284498,,90.320946,
4,3.2952054,[1.        0.9794561],5.268667,[1.        0.9794561],4.40444,,8.55881,,2.6298401,[1.         0.99967587],7.3962493,[1.         0.99967587],22.293032,,79.60169,
5,2.6006331,[0.99995476 1.        ],4.228137,[0.99995476 1.        ],3.7425234,,7.617839,,2.7610128,[1.         0.99475217],7.4563413,[1.         0.99475217],23.843874,,84.67645,
6,2.0785131,[1.         0.99996555],3.4304893,[1.         0.99996555],3.2332342,,6.852822,,3.2528834,[1.        0.9798581],8.18211,[1.        0.9798581],27.903242,,98.00246,
7,1.5947095,[0.99996245 1.        ],2.6900148,[0.99996245 1.        ],2.788023,,6.2629766,,5.2067213,[1.        0.9500407],11.301699,[1.        0.9500407],30.247042,,101.46788,
8,0.8251366,[0.9999917 1.       ],1.4736435,[0.9999917 1.       ],2.2692974,,5.818317,,12.758674,[1.         0.87471694],25.108204,[1.         0.87471694],50.50608,,154.84506,
9,0.3220532,[1.         0.99970496],0.63812083,[1.         0.99970496],1.8535819,,5.2986126,,20.116543,[1.        0.8221905],39.38695,[1.        0.8221905],92.580574,,281.65985,
10,0.38997364,[0.9999904 1.       ],0.73637575,[0.9999904 1.       ],1.8425117,,5.1741047,,21.549528,[1.        0.7952027],42.6501,[1.        0.7952027],102.78281,,314.74838,
11,0.34320354,[1.        0.9999915],0.6605137,[1.        0.9999915],1.8371375,,5.246724,,21.730797,[1.        0.8062246],43.604412,[1.        0.8062246],107.01065,,329.60425,
12,0.34482706,[1.        0.9983477],0.6540333,[1.        0.9983477],1.7855868,,5.072338,,22.013714,[1.         0.80362123],44.04917,[1.         0.80362123],111.13148,,343.51163,
13,0.3499984,[1.        0.9962008],0.65732604,[1.        0.9962008],1.8044957,,5.118895,,21.871489,[1.        0.8007279],44.08377,[1.        0.8007279],112.99248,,350.5021,
