iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.047208,[1.       0.967792],44.063854,[1.       0.967792],45.99684,,157.93468,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.583257,[1.        0.9664763],26.751219,[1.        0.9664763],41.36696,,142.67645,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.878559,[1.        0.9997863],13.774657,[1.        0.9997863],31.055637,,109.41637,
3,4.3111067,[1.         0.97189814],6.6171427,[1.         0.97189814],5.3156743,,9.556921,,3.4314785,[1.         0.99987817],9.608427,[1.         0.99987817],25.842947,,91.07909,
4,3.3072743,[1.        0.9999127],5.178576,[1.        0.9999127],4.428045,,8.563011,,2.885251,[1.         0.99841833],7.8751135,[1.         0.99841833],26.55074,,93.76408,
5,2.728356,[1.        0.9999166],4.33571,[1.        0.9999166],3.854109,,7.780157,,2.9721835,[1.        0.9757029],7.654233,[1.        0.9757029],29.944954,,105.62349,
6,2.1698184,[1.         0.99992716],3.5250778,[1.         0.99992716],3.495306,,7.5942016,,4.6590233,[1.         0.93297625],10.116405,[1.         0.93297625],39.003017,,132.16214,
7,1.4634514,[1.        0.9999859],2.4381244,[1.        0.9999859],2.8580387,,6.7562823,,12.475195,[1.        0.9122612],25.774803,[1.        0.9122612],65.60124,,210.35999,
8,0.73161066,[1.         0.99993104],1.2429227,[1.         0.99993104],2.082626,,5.3998246,,18.220472,[1.         0.90740937],37.880024,[1.         0.90740937],96.00313,,298.15323,
9,0.34930408,[0.99999547 1.        ],0.6096446,[0.99999547 1.        ],1.515248,,4.2073975,,20.414331,[1.        0.9123847],41.29922,[1.        0.9123847],101.967964,,306.8121,
10,0.38388425,[0.9999797 1.       ],0.65160686,[0.9999797 1.       ],1.512047,,4.098623,,20.866102,[1.         0.91024786],42.118206,[1.         0.91024786],106.07254,,319.31342,
11,0.3890884,[0.99996924 1.        ],0.6584804,[0.99996924 1.        ],1.4325193,,3.876118,,20.576553,[1.         0.90264875],41.507454,[1.         0.90264875],106.35076,,320.87677,
