iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.992697,[1.         0.96805024],44.00008,[1.         0.96805024],45.9616,,157.6074,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.631252,[1.        0.9674614],26.816227,[1.        0.9674614],41.415485,,142.7314,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.006779,[0.99994636 1.        ],14.099912,[0.99994636 1.        ],31.177732,,109.824425,
3,4.264838,[1.         0.91359305],6.7329187,[1.         0.91359305],5.2569413,,9.675451,,3.5330882,[1.         0.99975824],9.867199,[1.         0.99975824],25.832216,,91.37333,
4,3.2962747,[1.         0.97553784],5.27374,[1.         0.97553784],4.345027,,8.3975525,,3.0197766,[1.        0.9998865],8.234535,[1.        0.9998865],26.761532,,94.324005,
5,2.7046611,[0.99992603 1.        ],4.3711095,[0.99992603 1.        ],3.7585735,,7.515385,,3.1603444,[1.         0.97596425],8.165699,[1.         0.97596425],30.880089,,108.78329,
6,2.093558,[1.         0.99996376],3.4485204,[1.         0.99996376],3.1524484,,6.593954,,4.425896,[1.        0.9394735],10.221824,[1.        0.9394735],39.09047,,134.374,
7,1.2961762,[1.         0.99985087],2.2235122,[1.         0.99985087],2.437552,,5.655487,,11.747917,[1.        0.8920256],24.176311,[1.        0.8920256],66.85239,,216.51831,
8,0.4424196,[1.         0.99999946],0.81826204,[1.         0.99999946],1.7968951,,4.918571,,18.590744,[1.        0.8622075],38.46894,[1.        0.8622075],106.08867,,335.94684,
9,0.33950505,[1.        0.9999387],0.62261575,[1.        0.9999387],1.7073432,,4.7805963,,20.544884,[1.         0.85634196],41.915806,[1.         0.85634196],115.56609,,362.545,
10,0.38906282,[1.         0.99999607],0.6933174,[1.         0.99999607],1.6795628,,4.6215887,,20.506409,[1.        0.8354058],41.659954,[1.        0.8354058],115.761795,,363.8697,
11,0.32948655,[0.9994954 1.       ],0.6058555,[0.9994954 1.       ],1.6682299,,4.701584,,20.595463,[1.        0.8408906],41.97279,[1.        0.8408906],118.7205,,374.061,
