iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.005414,[1.         0.96863556],44.03935,[1.         0.96863556],46.060005,,158.01997,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.688625,[1.        0.9656616],27.010096,[1.        0.9656616],40.99203,,141.31598,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.029763,[1.        0.9996967],14.1826515,[1.        0.9996967],31.4448,,110.75369,
3,4.181774,[1.        0.9039903],6.708577,[1.        0.9039903],4.988468,,9.17619,,3.4033465,[0.9999597 1.       ],9.504606,[0.9999597 1.       ],25.446737,,90.08666,
4,3.138186,[1.         0.96935534],5.137554,[1.         0.96935534],4.1021795,,8.078537,,2.9642665,[1.       0.999732],8.017152,[1.       0.999732],27.642113,,97.44492,
5,2.5393443,[0.99989575 1.        ],4.2143974,[0.99989575 1.        ],3.3863668,,6.8291783,,3.3181267,[1.        0.9758271],8.42288,[1.        0.9758271],30.723299,,107.64427,
6,2.031121,[0.99999285 1.        ],3.4358006,[0.99999285 1.        ],3.0010679,,6.406323,,4.6245294,[1.         0.94129014],10.93231,[1.         0.94129014],40.35429,,138.7565,
7,1.1665921,[1.        0.9999806],2.056419,[1.        0.9999806],1.9689922,,4.536315,,12.480721,[1.        0.8847568],25.338364,[1.        0.8847568],76.30006,,241.54532,
8,0.62582946,[1.        0.9999181],1.1021608,[1.        0.9999181],1.3463727,,3.3247669,,18.64476,[1.         0.88236576],38.2788,[1.         0.88236576],122.704216,,385.97592,
9,0.38969842,[0.9999307 1.       ],0.6886942,[0.9999307 1.       ],1.1251898,,2.9675925,,20.377037,[1.         0.88535565],41.570004,[1.         0.88535565],136.42023,,424.82364,
10,0.2935377,[0.99996406 1.        ],0.50811917,[0.99996406 1.        ],0.9977963,,2.6835945,,20.4577,[1.         0.89446336],41.72521,[1.         0.89446336],142.08455,,444.9253,
11,0.3209986,[1.         0.99950826],0.5583564,[1.         0.99950826],0.9740584,,2.5815833,,20.500504,[1.        0.8797206],41.729126,[1.        0.8797206],142.86041,,447.74182,
