iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.340105,[1.         0.96520525],44.667866,[1.         0.96520525],46.804596,,161.02402,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.087283,[1.         0.99509025],26.296202,[1.         0.99509025],39.324642,,137.14912,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.8887978,[1.        0.9996132],14.158348,[1.        0.9996132],30.422504,,107.45389,
3,4.2004604,[1.        0.9032016],6.7381396,[1.        0.9032016],5.003985,,9.198963,,3.3416235,[1.       0.999966],9.5950985,[1.       0.999966],26.787252,,95.86238,
4,3.1777878,[1.        0.9666397],5.1807737,[1.        0.9666397],4.0656123,,7.905678,,2.7013996,[1.        0.9996255],7.5926614,[1.        0.9996255],25.337543,,90.62205,
5,2.530326,[0.9999636 1.       ],4.190902,[0.9999636 1.       ],3.4846637,,7.1107755,,2.9949431,[1.         0.99256366],7.991017,[1.         0.99256366],28.799284,,102.128914,
6,2.0822248,[1.        0.9999837],3.4813826,[1.        0.9999837],2.932891,,6.097345,,2.998118,[1.        0.9805855],7.7627907,[1.        0.9805855],29.295527,,103.78408,
7,1.6925743,[1.        0.9999394],2.865919,[1.        0.9999394],2.4273143,,5.1389637,,4.516943,[1.         0.95523256],10.6989765,[1.         0.95523256],36.005375,,124.52888,
8,0.9687309,[0.9999949 1.       ],1.7161171,[0.9999949 1.       ],1.8685167,,4.4717374,,12.844536,[1.         0.89668834],23.84789,[1.         0.89668834],62.774673,,195.8808,
9,0.3943832,[1.        0.9997142],0.70792085,[1.        0.9997142],1.2450604,,3.3547478,,18.9931,[1.        0.8649716],38.627213,[1.        0.8649716],99.137634,,308.16553,
10,0.327919,[1.        0.9999205],0.5869199,[1.        0.9999205],1.2498502,,3.4524632,,21.8861,[1.        0.8555035],44.035187,[1.        0.8555035],114.258385,,350.19717,
11,0.3812942,[1.        0.9999902],0.6788162,[1.        0.9999902],1.1893343,,3.1977088,,22.12256,[1.         0.84576106],44.4991,[1.         0.84576106],117.80929,,362.4835,
12,0.34043556,[0.9999336 1.       ],0.61317986,[0.9999336 1.       ],1.1728412,,3.2153637,,21.751598,[1.        0.8512162],43.86913,[1.        0.8512162],117.538734,,361.7214,
