iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.076318,[1.        0.9669268],44.189327,[1.        0.9669268],46.137085,,158.12422,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.904904,[1.        0.9623922],27.534163,[1.        0.9623922],41.930798,,144.24054,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1576924,[1.         0.99956244],14.512877,[1.         0.99956244],32.13888,,113.08441,
3,4.049753,[1.        0.8367389],6.4595585,[1.        0.8367389],4.8853765,,9.099795,,3.6272678,[1.        0.9996961],10.106792,[1.        0.9996961],26.294178,,92.75057,
4,3.1091108,[1.         0.89464945],5.0385633,[1.         0.89464945],3.9802704,,7.7566566,,3.2069516,[1.         0.99827635],8.624497,[1.         0.99827635],28.41472,,100.06844,
5,2.5232694,[1.         0.93555504],4.144933,[1.         0.93555504],3.4331534,,7.0139627,,3.7619069,[1.        0.9805189],9.270589,[1.        0.9805189],32.726955,,113.802986,
6,1.9788709,[1.        0.9887515],3.29807,[1.        0.9887515],2.8564067,,6.0430927,,5.8045497,[1.        0.9478506],13.507988,[1.        0.9478506],44.64848,,151.56981,
7,1.023873,[1.        0.9998568],1.8115853,[1.        0.9998568],2.037883,,5.0420413,,14.584872,[1.        0.8991015],30.027262,[1.        0.8991015],73.8995,,232.87425,
8,0.518257,[1.         0.99990207],0.92090446,[1.         0.99990207],1.3420784,,3.551583,,18.777552,[1.        0.8795302],38.996952,[1.        0.8795302],102.11663,,320.36743,
9,0.40688586,[1.        0.9999817],0.72707844,[1.        0.9999817],1.2823066,,3.5264564,,20.32371,[1.         0.88484186],41.476727,[1.         0.88484186],109.69081,,341.67075,
10,0.31784734,[1.         0.99995357],0.57128525,[1.         0.99995357],1.1800983,,3.3303387,,20.180525,[1.         0.89920616],41.230007,[1.         0.89920616],112.25142,,349.52573,
11,0.35247007,[0.99999523 1.        ],0.62795395,[0.99999523 1.        ],1.184329,,3.2961733,,20.319967,[1.        0.8856725],41.40198,[1.        0.8856725],113.44377,,353.41296,
