iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.999177,[1.         0.96897554],43.945858,[1.         0.96897554],45.90183,,157.51933,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.665607,[1.        0.9687876],26.772482,[1.        0.9687876],41.596645,,143.04599,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0945177,[1.        0.9997938],14.22218,[1.        0.9997938],31.937065,,112.34426,
3,4.284657,[1.         0.91235405],6.766601,[1.         0.91235405],5.2614045,,9.6641,,3.5149164,[0.999934 1.      ],9.753059,[0.999934 1.      ],26.596132,,94.009514,
4,3.2652333,[1.         0.97782236],5.246357,[1.         0.97782236],4.3428783,,8.459852,,3.057782,[1.        0.9992773],8.230911,[1.        0.9992773],26.984348,,95.02755,
5,2.670166,[1.         0.99994224],4.3440495,[1.         0.99994224],3.7339056,,7.5185337,,3.224223,[1.        0.9831232],8.231293,[1.        0.9831232],29.598314,,103.51592,
6,2.1502898,[1.        0.9999706],3.5556166,[1.        0.9999706],3.2255223,,6.7729545,,4.0193944,[1.       0.952528],9.68739,[1.       0.952528],36.53703,,126.621216,
7,1.4997048,[0.9999134 1.       ],2.5436935,[0.9999134 1.       ],2.5996737,,5.8172398,,10.163721,[1.        0.8797456],19.217972,[1.        0.8797456],58.931168,,184.85378,
8,0.7535666,[1.         0.99985856],1.3255905,[1.         0.99985856],1.9115027,,4.8246703,,17.177084,[1.        0.8806994],34.154552,[1.        0.8806994],95.37813,,300.23935,
9,0.4461006,[0.999964 1.      ],0.7682269,[0.999964 1.      ],1.5542723,,4.122758,,19.844519,[1.        0.8504871],40.669537,[1.        0.8504871],118.20264,,371.68286,
10,0.4133073,[1.        0.9999861],0.7204585,[1.        0.9999861],1.629751,,4.4351363,,20.906517,[1.        0.8628096],42.433357,[1.        0.8628096],126.74445,,398.52322,
