iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.408432,[1.        0.9643114],44.826145,[1.        0.9643114],46.823914,,161.15703,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,8.940232,[1.         0.99793327],26.082546,[1.         0.99793327],38.336815,,134.32875,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.888557,[1.        0.9993769],14.245385,[1.        0.9993769],29.548588,,105.00811,
3,4.215568,[1.        0.9036148],6.7454605,[1.        0.9036148],5.050417,,9.289465,,3.3480897,[1.         0.99972343],9.630262,[1.         0.99972343],26.787703,,95.49486,
4,3.2427711,[1.       0.962711],5.2475734,[1.       0.962711],4.2159343,,8.20342,,2.5666,[1.         0.99996847],7.235476,[1.         0.99996847],24.62395,,88.36971,
5,2.4889162,[0.9999712 1.       ],4.109993,[0.9999712 1.       ],3.4580085,,7.054477,,2.809055,[1.         0.99545217],7.5299044,[1.         0.99545217],28.299582,,101.013565,
6,2.018709,[1.        0.9999404],3.3824666,[1.        0.9999404],2.8418317,,5.9005156,,2.9759293,[1.         0.98586315],7.5555215,[1.         0.98586315],29.766087,,105.454834,
7,1.5877535,[0.9999858 1.       ],2.699882,[0.9999858 1.       ],2.4486957,,5.32383,,3.535802,[1.         0.96676755],8.618397,[1.         0.96676755],32.22113,,113.08517,
8,1.0081472,[0.9999587 1.       ],1.7503049,[0.9999587 1.       ],1.8092237,,4.188508,,6.201089,[1.         0.90734565],13.693871,[1.         0.90734565],43.660797,,147.27147,
9,0.3602838,[0.9941274 1.       ],0.7365788,[0.9941274 1.       ],1.6691027,,4.741128,,18.439917,[1.         0.81170166],35.947308,[1.         0.81170166],97.73414,,305.45483,
10,0.3560444,[1.        0.9999977],0.6866459,[1.        0.9999977],1.5246305,,4.274412,,21.416803,[1.        0.7884612],42.83891,[1.        0.7884612],120.33675,,378.9809,
11,0.33372715,[1.         0.99997574],0.62195337,[1.         0.99997574],1.458642,,4.081232,,21.339355,[1.        0.7995163],43.140076,[1.        0.7995163],125.20084,,396.3463,
12,0.34862727,[1.         0.99551964],0.6438685,[1.         0.99551964],1.4535563,,4.041969,,21.490131,[1.         0.79669917],43.440968,[1.         0.79669917],129.62209,,410.46747,
