iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.982242,[1.         0.96804917],44.022583,[1.         0.96804917],46.044636,,157.84993,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.603654,[1.         0.96957123],26.718252,[1.         0.96957123],41.127026,,141.86581,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9614906,[1.        0.9992462],13.895377,[1.        0.9992462],31.173779,,109.95551,
3,4.317984,[1.        0.9715741],6.6177855,[1.        0.9715741],5.332505,,9.584317,,3.4050095,[1.         0.99967754],9.478513,[1.         0.99967754],26.05604,,92.09053,
4,3.2687519,[1.        0.9999148],5.1286745,[1.        0.9999148],4.3552237,,8.415633,,2.9288778,[1.         0.99992263],7.9080048,[1.         0.99992263],25.898344,,91.21018,
5,2.60638,[0.999937 1.      ],4.169879,[0.999937 1.      ],3.753189,,7.685683,,2.9853518,[1.        0.9736031],7.552129,[1.        0.9736031],28.58837,,100.37493,
6,2.0600917,[1.         0.99996006],3.379558,[1.         0.99996006],3.4179926,,7.5584188,,4.7133265,[1.        0.9418942],10.30809,[1.        0.9418942],37.60855,,127.42406,
7,1.2464298,[0.99992657 1.        ],2.1449795,[0.99992657 1.        ],2.7192574,,6.735334,,13.524516,[1.        0.9038952],27.534986,[1.        0.9038952],66.64323,,208.38129,
8,0.5827923,[1.         0.99989605],1.0193831,[1.         0.99989605],1.9557045,,5.259898,,18.765345,[1.        0.8564875],38.91883,[1.        0.8564875],92.96762,,283.198,
9,0.32142782,[0.9998023 1.       ],0.57360595,[0.9998023 1.       ],1.569469,,4.424311,,20.538773,[1.       0.853037],42.013092,[1.       0.853037],102.03612,,307.776,
10,0.38413116,[1.       0.999986],0.6636532,[1.       0.999986],1.5271615,,4.19368,,20.581161,[1.         0.83755934],42.034492,[1.         0.83755934],102.9969,,311.7988,
11,0.3264893,[0.9988011 1.       ],0.586308,[0.9988011 1.       ],1.5368671,,4.3374515,,20.55348,[1.         0.84943414],41.901512,[1.         0.84943414],104.97633,,317.98965,
12,0.3340288,[1.         0.99673706],0.58043617,[1.         0.99673706],1.4434488,,4.0086265,,20.371117,[1.        0.8434474],41.661827,[1.        0.8434474],104.80285,,317.841,
