iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.033864,[1.         0.96771204],44.10659,[1.         0.96771204],46.090702,,157.97911,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.6973715,[1.        0.9649442],27.025185,[1.        0.9649442],41.69033,,143.86362,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9507766,[1.        0.9998412],13.972507,[1.        0.9998412],31.275084,,110.33165,
3,4.1084676,[1.        0.8861754],6.5566063,[1.        0.8861754],5.0043607,,9.31471,,3.4447303,[1.         0.99981755],9.627018,[1.         0.99981755],25.868063,,91.5464,
4,3.1024284,[1.        0.9504413],5.035544,[1.        0.9504413],3.9162922,,7.5562844,,3.0220356,[1.         0.99899244],8.196315,[1.         0.99899244],27.125858,,95.518394,
5,2.4941263,[1.        0.9968816],4.1052966,[1.        0.9968816],3.3580875,,6.7893815,,3.3328872,[1.        0.9694894],8.532376,[1.        0.9694894],30.55823,,107.25007,
6,1.977664,[1.        0.9998836],3.3173373,[1.        0.9998836],2.8189964,,5.917198,,4.6897197,[1.         0.93378395],11.060595,[1.         0.93378395],39.878254,,137.34018,
7,1.1026576,[0.9999611 1.       ],1.9578946,[0.9999611 1.       ],1.7865332,,4.076614,,12.387732,[1.        0.8978198],25.213064,[1.        0.8978198],68.27134,,216.34816,
8,0.5776301,[1.         0.99976814],1.0281495,[1.         0.99976814],1.2550875,,3.1142879,,18.863106,[1.         0.87462795],38.74823,[1.         0.87462795],109.30484,,347.54446,
9,0.37418276,[1.         0.99999285],0.68610823,[1.         0.99999285],1.0601687,,2.7913756,,20.451534,[1.        0.8753756],41.566032,[1.        0.8753756],120.27039,,379.4215,
10,0.29594398,[1.         0.99990284],0.5165415,[1.         0.99990284],0.94826484,,2.5360148,,20.27738,[1.         0.88567084],41.176815,[1.         0.88567084],122.97273,,388.0675,
11,0.3242783,[1.         0.99994713],0.5731717,[1.         0.99994713],1.0088632,,2.701249,,20.74573,[1.        0.8730048],41.931877,[1.        0.8730048],126.27017,,398.4527,
