iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.0435505,[1.        0.9670483],44.186268,[1.        0.9670483],46.11938,,158.14767,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.930168,[1.        0.9622051],27.560719,[1.        0.9622051],41.60277,,142.68324,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.194289,[1.        0.9998781],14.615999,[1.        0.9998781],31.7942,,111.8493,
3,4.032917,[1.       0.837526],6.4372005,[1.       0.837526],4.897001,,9.159816,,3.6869414,[1.        0.9996287],10.253739,[1.        0.9996287],26.347448,,92.81783,
4,3.0699792,[1.        0.8963724],4.9823785,[1.        0.8963724],3.9805331,,7.8495183,,3.162587,[1.        0.9978037],8.533305,[1.        0.9978037],27.890833,,97.68402,
5,2.491316,[1.        0.9387424],4.094675,[1.        0.9387424],3.4225214,,7.0418115,,3.43962,[1.        0.9699337],8.738429,[1.        0.9699337],32.14682,,112.43276,
6,2.0170193,[1.         0.98640865],3.3459947,[1.         0.98640865],2.8756108,,6.051512,,5.4714503,[1.         0.92437285],12.541602,[1.         0.92437285],44.091858,,150.36382,
7,1.1734269,[1.         0.99999475],2.0292091,[1.         0.99999475],2.1301403,,5.0677795,,13.757793,[1.       0.896592],28.308228,[1.       0.896592],79.79377,,257.51932,
8,0.621542,[1.        0.9998782],1.081424,[1.        0.9998782],1.4140847,,3.601089,,18.290087,[1.         0.89217883],38.16184,[1.         0.89217883],107.61765,,340.513,
9,0.4389267,[1.        0.9999823],0.75126374,[1.        0.9999823],1.1458235,,3.0006363,,19.656015,[1.         0.90089166],40.599075,[1.         0.90089166],119.605576,,375.46844,
10,0.27278286,[1.        0.9999761],0.4857853,[1.        0.9999761],1.032154,,2.906442,,19.962048,[1.        0.9158695],41.194324,[1.        0.9158695],125.3779,,392.09738,
11,0.32791823,[1.         0.99999315],0.5755595,[1.         0.99999315],1.0164233,,2.7765796,,20.052807,[1.        0.9034634],41.219196,[1.        0.9034634],125.14859,,391.13504,
