iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.162709,[1.        0.9641303],44.548996,[1.        0.9641303],46.15195,,159.42726,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.271631,[1.         0.99084306],26.644642,[1.         0.99084306],39.204296,,136.67346,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.9220743,[0.99996185 1.        ],14.224883,[0.99996185 1.        ],30.11915,,106.94819,
3,4.0462074,[1.         0.83741003],6.4560676,[1.         0.83741003],4.936404,,9.251716,,3.478477,[1.        0.9998906],9.871115,[1.        0.9998906],25.75458,,91.98101,
4,3.000809,[1.         0.89926624],4.879485,[1.         0.89926624],3.9457853,,7.843336,,2.9680839,[1.        0.9998123],8.153333,[1.        0.9998123],25.81217,,92.21982,
5,2.3512535,[1.         0.94607586],3.8817267,[1.         0.94607586],3.3328776,,6.964176,,3.205522,[1.         0.98472035],8.370166,[1.         0.98472035],27.04238,,95.70424,
6,1.9487085,[1.        0.9852878],3.2556126,[1.        0.9852878],2.9402287,,6.384975,,3.505628,[1.         0.98262715],8.518774,[1.         0.98262715],30.34706,,105.96371,
7,1.470617,[0.9999432 1.       ],2.4907765,[0.9999432 1.       ],2.3932943,,5.407685,,5.8060446,[1.        0.9305955],12.578637,[1.        0.9305955],36.922802,,123.38013,
8,0.7205787,[1.        0.9997137],1.3139052,[1.        0.9997137],1.8118854,,4.778318,,14.436356,[1.        0.8664347],29.519735,[1.        0.8664347],72.56842,,226.77913,
9,0.32966962,[1.         0.99988616],0.64509416,[1.         0.99988616],1.4620597,,4.275358,,20.478416,[1.         0.83819354],40.806004,[1.         0.83819354],114.489525,,352.22784,
10,0.3655283,[1.        0.9999918],0.68337905,[1.        0.9999918],1.3767513,,3.941971,,21.466314,[1.        0.8264101],43.138824,[1.        0.8264101],123.32333,,380.43768,
11,0.32766154,[0.9999953 1.       ],0.61911494,[0.9999953 1.       ],1.3264152,,3.8318522,,21.473734,[1.        0.8365334],43.45578,[1.        0.8365334],127.562996,,396.0245,
12,0.33081734,[1.        0.9999542],0.6286908,[1.        0.9999542],1.3838654,,4.0024595,,22.335361,[1.        0.8294162],44.567413,[1.        0.8294162],135.30438,,419.92618,
