,time [s]
initialize,0.003466
pretrain_policy,10.095257
initialize_CEGIS,0.182341
iter0_learner,3.89983
iter0_plot,0.114217
iter0_verifier,3.886194
iter0_process_counterexamples,0.041023
iter1_learner,4.79501
iter1_plot,0.004654
iter1_verifier,4.110445
iter1_process_counterexamples,0.034328
iter2_learner,3.366233
iter2_plot,0.004599
iter2_verifier,3.994361
iter2_process_counterexamples,0.031552
iter3_learner,3.672717
iter3_plot,0.004678
iter3_verifier,4.362588
iter3_process_counterexamples,0.031707
iter4_learner,3.681253
iter4_plot,0.004919
iter4_verifier,4.285283
iter4_process_counterexamples,0.030502
iter5_learner,3.611202
iter5_plot,0.004788
iter5_verifier,4.193613
iter5_process_counterexamples,0.030393
iter6_learner,3.652668
iter6_plot,0.00482
iter6_verifier,4.36189
iter6_process_counterexamples,0.029929
iter7_learner,3.627155
iter7_plot,0.005006
iter7_verifier,137.74733
iter7_process_counterexamples,0.070224
iter8_learner,3.796502
iter8_plot,0.004944
iter8_verifier,1530.6562
