,time [s]
initialize,0.003366
pretrain_policy,7.522429
initialize_CEGIS,0.176238
iter0_learner,3.094397
iter0_plot,0.095678
iter0_verifier,0.777991
iter0_process_counterexamples,0.023166
iter1_learner,3.611334
iter1_plot,0.004591
iter1_verifier,0.409988
iter1_process_counterexamples,0.024769
iter2_learner,2.500769
iter2_plot,0.004568
iter2_verifier,0.543647
iter2_process_counterexamples,0.023592
iter3_learner,2.708697
iter3_plot,0.004747
iter3_verifier,0.369785
iter3_process_counterexamples,0.02441
iter4_learner,2.685773
iter4_plot,0.004687
iter4_verifier,0.430935
iter4_process_counterexamples,0.023931
iter5_learner,2.686888
iter5_plot,0.00475
iter5_verifier,0.428154
iter5_process_counterexamples,0.023147
iter6_learner,2.750616
iter6_plot,0.004875
iter6_verifier,0.429083
iter6_process_counterexamples,0.023615
iter7_learner,2.721662
iter7_plot,0.005091
iter7_verifier,0.529848
iter7_process_counterexamples,0.022972
iter8_learner,2.688506
iter8_plot,0.005192
iter8_verifier,0.699649
iter8_process_counterexamples,0.023326
iter9_learner,2.740782
iter9_plot,0.005276
iter9_verifier,0.679145
iter9_process_counterexamples,0.023796
iter10_learner,2.825826
iter10_plot,0.005304
iter10_verifier,0.674718
iter10_process_counterexamples,0.028141
iter11_learner,2.758795
iter11_plot,0.007394
iter11_verifier,69.58529
