iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.0622,[1.         0.96650356],44.331997,[1.         0.96650356],45.604553,,157.83752,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.018308,[1.        0.9931532],26.09629,[1.        0.9931532],39.082626,,136.77669,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.803584,[1.         0.99982154],13.95949,[1.         0.99982154],30.505102,,108.34662,
3,4.2854695,[1.        0.9165907],6.7579675,[1.        0.9165907],5.299934,,9.756462,,3.3896775,[1.        0.9998783],9.694304,[1.        0.9998783],26.703491,,95.40641,
4,3.2786717,[1.        0.9810885],5.237807,[1.        0.9810885],4.3964114,,8.550759,,2.8082635,[1.        0.9999926],7.839447,[1.        0.9999926],24.487772,,87.370544,
5,2.6293132,[1.         0.99993205],4.252773,[1.         0.99993205],3.7390854,,7.5425878,,2.9700828,[1.        0.9925662],7.9024644,[1.        0.9925662],26.704742,,94.75899,
6,2.1274495,[1.        0.9999189],3.4894183,[1.        0.9999189],3.2454062,,6.8138447,,3.401911,[1.        0.9770081],8.453394,[1.        0.9770081],28.101425,,98.31129,
7,1.6257614,[0.9999922 1.       ],2.7152257,[0.9999922 1.       ],2.7890625,,6.158967,,5.660498,[1.        0.9286496],12.176054,[1.        0.9286496],37.174377,,123.80587,
8,0.7595893,[1.         0.99985516],1.3740656,[1.         0.99985516],2.1862679,,5.68135,,14.032645,[1.         0.87010354],28.82938,[1.         0.87010354],63.371243,,198.33864,
9,0.3325907,[0.99998826 1.        ],0.6655736,[0.99998826 1.        ],1.7947776,,5.129188,,20.985483,[1.         0.81021214],41.402565,[1.         0.81021214],104.72398,,321.76685,
10,0.37310547,[1.         0.99998593],0.7144638,[1.         0.99998593],1.7164118,,4.8232026,,21.529896,[1.        0.7859927],43.18624,[1.        0.7859927],111.091446,,343.15204,
11,0.34186617,[1.         0.99996173],0.6537431,[1.         0.99996173],1.7191616,,4.8785276,,21.348217,[1.         0.79399234],43.191517,[1.         0.79399234],113.21006,,350.95404,
