,time [s]
initialize,0.003367
pretrain_policy,7.794961
initialize_CEGIS,0.172311
iter0_learner,5.350682
iter0_plot,0.094806
iter0_verifier,0.809137
iter0_process_counterexamples,0.023958
iter1_learner,17.022215
iter1_plot,0.004914
iter1_verifier,0.400916
iter1_process_counterexamples,0.025004
iter2_learner,15.341428
iter2_plot,0.004482
iter2_verifier,0.441328
iter2_process_counterexamples,0.024572
iter3_learner,15.719941
iter3_plot,0.004696
iter3_verifier,0.437406
iter3_process_counterexamples,0.025125
iter4_learner,15.725694
iter4_plot,0.004688
iter4_verifier,0.438069
iter4_process_counterexamples,0.025884
iter5_learner,15.651635
iter5_plot,0.004832
iter5_verifier,0.438074
iter5_process_counterexamples,0.023412
iter6_learner,15.718606
iter6_plot,0.004751
iter6_verifier,0.437561
iter6_process_counterexamples,0.02446
iter7_learner,15.482079
iter7_plot,0.004858
iter7_verifier,0.528994
iter7_process_counterexamples,0.023757
iter8_learner,15.536316
iter8_plot,0.004883
iter8_verifier,0.799437
iter8_process_counterexamples,0.024739
iter9_learner,15.541681
iter9_plot,0.005091
iter9_verifier,0.69456
iter9_process_counterexamples,0.024138
iter10_learner,15.674716
iter10_plot,0.005237
iter10_verifier,61.27014
iter10_process_counterexamples,0.028636
iter11_learner,15.706598
iter11_plot,0.005277
iter11_verifier,63.53072
