iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.079648,[1.        0.9655371],44.457607,[1.        0.9655371],45.87592,,158.80563,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,8.811033,[1.         0.99674416],25.756842,[1.         0.99674416],38.078087,,133.6121,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.796926,[1.         0.99977714],14.033854,[1.         0.99977714],29.986359,,106.8143,
3,4.2959437,[1.        0.9159517],6.7780056,[1.        0.9159517],5.2995,,9.748026,,3.3493266,[1.        0.9994387],9.632971,[1.        0.9994387],26.334017,,94.37775,
4,3.2873006,[1.        0.9800183],5.256134,[1.        0.9800183],4.393749,,8.536482,,2.6123328,[1.         0.99997777],7.3852715,[1.         0.99997777],23.32812,,83.70177,
5,2.6163342,[1.         0.99988806],4.2462006,[1.         0.99988806],3.7308612,,7.553455,,2.7268634,[1.         0.99687237],7.389907,[1.         0.99687237],24.558546,,87.54649,
6,2.0794623,[0.99991024 1.        ],3.4372344,[0.99991024 1.        ],3.2382884,,6.8899856,,3.2595694,[1.        0.9800309],8.196665,[1.        0.9800309],26.731764,,94.07895,
7,1.6119503,[1.       0.999975],2.705745,[1.       0.999975],2.7958908,,6.217723,,5.9540677,[1.        0.9414568],12.154906,[1.        0.9414568],38.383396,,126.47127,
8,0.85623384,[0.9999395 1.       ],1.5212278,[0.9999395 1.       ],2.239186,,5.7025867,,13.369209,[1.        0.8959341],27.758005,[1.        0.8959341],57.400585,,179.74535,
9,0.32573742,[1.         0.99998677],0.6376193,[1.         0.99998677],1.7951454,,5.121745,,20.553978,[1.        0.8451288],40.817276,[1.        0.8451288],92.90174,,278.6933,
10,0.4195599,[1.        0.9999873],0.77774245,[1.        0.9999873],1.7449473,,4.8254256,,22.02323,[1.        0.8227264],44.085434,[1.        0.8227264],99.872894,,299.0932,
11,0.35900277,[1.        0.9999136],0.68030125,[1.        0.9999136],1.7543061,,4.973708,,22.322918,[1.        0.8342267],45.087494,[1.        0.8342267],104.58161,,315.5916,
12,0.35120258,[0.9999938 1.       ],0.6457486,[0.9999938 1.       ],1.7184314,,4.847982,,21.649157,[1.        0.8306667],43.964077,[1.        0.8306667],104.0566,,316.07126,
