iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.030959,[1.         0.96777207],44.100796,[1.         0.96777207],46.080944,,157.95467,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.722271,[1.        0.9650017],27.046854,[1.        0.9650017],41.69343,,143.78561,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9802628,[1.        0.9998698],14.058022,[1.        0.9998698],31.331474,,110.459854,
3,4.115183,[1.         0.88495886],6.5810475,[1.         0.88495886],4.945439,,9.158379,,3.4715588,[1.        0.9996055],9.689638,[1.        0.9996055],25.803415,,91.201866,
4,3.1576505,[1.         0.94764173],5.1267166,[1.         0.94764173],4.0580006,,7.9195213,,2.9626875,[1.         0.99825037],8.040914,[1.         0.99825037],26.958246,,95.49533,
5,2.5182076,[1.        0.9982713],4.149061,[1.        0.9982713],3.4693575,,7.0939374,,3.0813332,[1.        0.9706415],7.817995,[1.        0.9706415],30.685787,,107.91684,
6,1.9768791,[1.         0.99996936],3.3315551,[1.         0.99996936],2.7265053,,5.674325,,4.974612,[1.        0.9270156],10.70793,[1.        0.9270156],40.708443,,137.40889,
7,1.1774014,[1.        0.9997708],2.0598338,[1.        0.9997708],1.9650897,,4.4971175,,13.843749,[1.       0.916937],28.191654,[1.       0.916937],70.795204,,224.12248,
8,0.56390107,[1.        0.9999297],0.9886852,[1.        0.9999297],1.1533133,,2.8161643,,18.698202,[1.         0.89867395],38.895695,[1.         0.89867395],102.852455,,321.29922,
9,0.29847607,[1.         0.99999946],0.5618242,[1.         0.99999946],0.9041814,,2.4223409,,20.839773,[1.         0.90154123],42.553223,[1.         0.90154123],114.43631,,353.2757,
10,0.35213628,[1.        0.9999872],0.63810104,[1.        0.9999872],1.0006119,,2.6395843,,20.974564,[1.        0.8892048],42.764103,[1.        0.8892048],115.20822,,356.95947,
