iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.019596,[1.         0.96816653],44.04465,[1.         0.96816653],45.96153,,157.77829,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.713349,[1.        0.9688423],26.890366,[1.        0.9688423],41.610447,,142.78809,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0498433,[1.       0.999827],14.122454,[1.       0.999827],31.773716,,111.55673,
3,4.2830076,[1.        0.9129459],6.7603035,[1.        0.9129459],5.2847905,,9.732576,,3.4962611,[1.         0.99936557],9.724916,[1.         0.99936557],26.488705,,93.38407,
4,3.2943556,[1.        0.9775418],5.276979,[1.        0.9775418],4.383125,,8.520398,,3.0008686,[1.        0.9989011],8.119947,[1.        0.9989011],26.026161,,91.44415,
5,2.682224,[1.        0.9998923],4.3498306,[1.        0.9998923],3.762897,,7.5691824,,3.1984904,[1.         0.98301345],8.141786,[1.         0.98301345],29.158453,,101.7988,
6,2.1519794,[1.        0.9998546],3.5482416,[1.        0.9998546],3.252027,,6.8360744,,4.035342,[1.        0.9560003],9.75742,[1.        0.9560003],36.6387,,126.751396,
7,1.4112071,[1.         0.99992937],2.4007401,[1.         0.99992937],2.537026,,5.751393,,10.699405,[1.        0.8814442],20.342941,[1.        0.8814442],58.637096,,182.832,
8,0.615158,[0.9999857 1.       ],1.0966865,[0.9999857 1.       ],1.8119317,,4.7169323,,17.87329,[1.         0.87654346],35.86684,[1.         0.87654346],94.59842,,292.13782,
9,0.36709756,[1.        0.9998986],0.6534622,[1.        0.9998986],1.6134324,,4.4301305,,19.84002,[1.        0.8576834],40.64698,[1.        0.8576834],115.10949,,356.95712,
10,0.36979443,[1.        0.9999983],0.66315794,[1.        0.9999983],1.5632907,,4.297664,,20.54938,[1.         0.84660196],41.782322,[1.         0.84660196],120.02237,,372.76572,
11,0.37121406,[1.        0.9999994],0.65867895,[1.        0.9999994],1.5422741,,4.2251844,,20.357561,[1.        0.8406073],41.315975,[1.        0.8406073],119.3855,,370.97333,
12,0.3616771,[1.       0.999974],0.6475077,[1.       0.999974],1.5632929,,4.318677,,20.634312,[1.         0.83995086],41.684284,[1.         0.83995086],121.54118,,377.14227,
