,time [s]
initialize,0.003376
pretrain_policy,7.528854
initialize_CEGIS,0.168009
iter0_learner,4.231131
iter0_plot,0.093981
iter0_verifier,0.785353
iter0_process_counterexamples,0.023947
iter1_learner,11.072493
iter1_plot,0.00471
iter1_verifier,0.410869
iter1_process_counterexamples,0.0249
iter2_learner,9.955007
iter2_plot,0.004667
iter2_verifier,0.426512
iter2_process_counterexamples,0.024745
iter3_learner,10.199424
iter3_plot,0.004699
iter3_verifier,0.431252
iter3_process_counterexamples,0.024586
iter4_learner,10.273465
iter4_plot,0.004706
iter4_verifier,0.429738
iter4_process_counterexamples,0.024852
iter5_learner,10.286812
iter5_plot,0.004877
iter5_verifier,0.429624
iter5_process_counterexamples,0.024674
iter6_learner,10.248214
iter6_plot,0.004861
iter6_verifier,0.528523
iter6_process_counterexamples,0.023757
iter7_learner,10.281448
iter7_plot,0.004893
iter7_verifier,0.716404
iter7_process_counterexamples,0.024356
iter8_learner,10.37452
iter8_plot,0.005288
iter8_verifier,0.691587
iter8_process_counterexamples,0.024458
iter9_learner,10.603598
iter9_plot,0.005515
iter9_verifier,0.783854
iter9_process_counterexamples,0.025132
iter10_learner,10.579731
iter10_plot,0.00513
iter10_verifier,0.771745
iter10_process_counterexamples,0.025081
iter11_learner,10.715642
iter11_plot,0.005303
iter11_verifier,50.30789
