iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.060526,[1.        0.9666434],44.21241,[1.        0.9666434],46.14296,,158.19281,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.870894,[1.        0.9615359],27.478216,[1.        0.9615359],41.940556,,144.27635,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.0807858,[1.        0.9998574],14.317188,[1.        0.9998574],31.784428,,111.7051,
3,4.011649,[1.         0.83839005],6.4062023,[1.         0.83839005],4.8760304,,9.128123,,3.5753374,[1.         0.99956656],9.94955,[1.         0.99956656],26.162996,,92.25125,
4,3.0661516,[1.         0.89612275],4.971881,[1.         0.89612275],3.9828076,,7.8550224,,3.0295699,[1.       0.998125],8.203698,[1.       0.998125],27.57104,,97.52229,
5,2.4549763,[1.        0.9420891],4.0251226,[1.        0.9420891],3.3370693,,6.793416,,3.2364657,[1.        0.9633432],8.228134,[1.        0.9633432],32.05332,,112.73148,
6,1.9371171,[1.       0.996475],3.2462447,[1.       0.996475],2.9177756,,6.343662,,5.4528365,[1.         0.91997194],11.812678,[1.         0.91997194],43.27743,,145.5252,
7,1.1005893,[1.        0.9999521],1.9090568,[1.        0.9999521],2.0013585,,4.773641,,14.282008,[1.         0.92674434],28.994438,[1.         0.92674434],77.047,,243.81047,
8,0.5536825,[1.        0.9998706],0.98487955,[1.        0.9998706],1.3938968,,3.6540356,,18.90517,[1.         0.90561044],39.351715,[1.         0.90561044],103.64154,,320.1498,
9,0.394927,[1.         0.99994034],0.68603694,[1.         0.99994034],1.076855,,2.8599637,,20.180048,[1.        0.9180713],41.001354,[1.        0.9180713],109.63279,,335.1537,
10,0.27784556,[0.9998025 1.       ],0.49349043,[0.9998025 1.       ],0.9951436,,2.7798932,,20.569069,[1.       0.926411],41.805042,[1.       0.926411],112.82156,,342.88477,
11,0.3062034,[1.         0.99977934],0.54408664,[1.         0.99977934],0.981444,,2.7095234,,20.879387,[1.         0.90730846],42.305836,[1.         0.90730846],115.352005,,350.86237,
