iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.13854,[1.        0.9664005],44.547203,[1.        0.9664005],46.24787,,159.6297,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.859492,[1.        0.9955928],25.830029,[1.        0.9955928],38.34467,,134.5733,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.8342366,[1.        0.9998791],14.106616,[1.        0.9998791],29.844204,,106.41518,
3,4.344795,[1.        0.9729378],6.6564155,[1.        0.9729378],5.391597,,9.716698,,3.3606236,[1.        0.9999283],9.661437,[1.        0.9999283],25.816673,,92.540565,
4,3.3588667,[1.         0.99996763],5.2308125,[1.         0.99996763],4.5843525,,8.89321,,2.6434147,[1.         0.99990094],7.419823,[1.         0.99990094],22.896936,,81.954094,
5,2.6811862,[0.9999395 1.       ],4.2506275,[0.9999395 1.       ],3.9382153,,8.0537615,,2.8148715,[1.         0.99277186],7.541629,[1.         0.99277186],24.488054,,87.06611,
6,2.2148235,[1.        0.9999138],3.5702627,[1.        0.9999138],3.5138085,,7.5436926,,3.0000632,[1.         0.97914386],7.6870923,[1.         0.97914386],25.83661,,91.21685,
7,1.800104,[1.        0.9999574],2.9343662,[1.        0.9999574],3.2113905,,7.253877,,3.6189048,[1.       0.952718],8.760814,[1.       0.952718],29.084623,,101.13362,
8,1.3353031,[1.        0.9999057],2.2386515,[1.        0.9999057],2.8692722,,6.961503,,6.551284,[1.         0.90501547],14.543513,[1.         0.90501547],42.363625,,141.1438,
9,0.5418609,[1.        0.9999755],1.047579,[1.        0.9999755],2.3557804,,6.7036533,,16.388659,[1.        0.8489999],32.482597,[1.        0.8489999],87.45951,,271.46597,
10,0.3481567,[1.        0.9998016],0.67349994,[1.        0.9998016],2.1616094,,6.3464217,,20.869976,[1.        0.8139381],41.753773,[1.        0.8139381],117.79504,,364.5127,
11,0.36717653,[1.         0.99998987],0.70098764,[1.         0.99998987],2.0300834,,5.904152,,21.338812,[1.        0.8023605],42.929165,[1.        0.8023605],122.90722,,380.3328,
12,0.35666817,[1.         0.99996495],0.6606816,[1.         0.99996495],1.8411298,,5.293551,,20.779936,[1.        0.8025206],42.183792,[1.        0.8025206],123.36892,,384.12912,
