iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.993656,[1.        0.9680711],44.02843,[1.        0.9680711],45.989628,,157.70926,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.58608,[1.        0.9677415],26.659021,[1.        0.9677415],41.205986,,142.09373,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9426985,[1.        0.9997968],13.861756,[1.        0.9997968],31.79935,,112.04863,
3,4.2936134,[1.        0.9727218],6.589356,[1.        0.9727218],5.3006005,,9.534748,,3.4226866,[1.        0.9997479],9.487181,[1.        0.9997479],27.044884,,95.69668,
4,3.262541,[1.        0.9999324],5.115526,[1.        0.9999324],4.4288125,,8.622395,,2.8931973,[1.         0.99900144],7.8139405,[1.         0.99900144],25.731754,,90.79607,
5,2.643037,[1.        0.9999301],4.228746,[1.        0.9999301],3.8090136,,7.795184,,3.166111,[1.         0.97715884],8.086572,[1.         0.97715884],29.69211,,104.08872,
6,1.9999964,[1.        0.9999712],3.297941,[1.        0.9999712],3.4064531,,7.6316886,,5.8262944,[1.         0.94211406],11.906135,[1.         0.94211406],40.71553,,134.14005,
7,1.1503608,[1.         0.99992067],1.9868721,[1.         0.99992067],2.6439312,,6.6504292,,13.759732,[1.        0.9329977],27.946268,[1.        0.9329977],69.73906,,221.27518,
8,0.5817449,[1.         0.99987614],1.0232402,[1.         0.99987614],1.9861377,,5.377407,,18.46994,[1.       0.890343],37.288986,[1.       0.890343],97.66284,,300.37766,
9,0.35882968,[1.         0.99992293],0.6271444,[1.         0.99992293],1.551082,,4.307446,,20.653595,[1.        0.9164264],41.519756,[1.        0.9164264],116.823906,,359.13382,
10,0.37003297,[1.        0.9999925],0.64479566,[1.        0.9999925],1.4685076,,4.0626965,,21.292141,[1.        0.8965238],42.701164,[1.        0.8965238],120.92806,,371.68134,
11,0.37556243,[0.9998215 1.       ],0.6558744,[0.9998215 1.       ],1.5102977,,4.170585,,20.869596,[1.       0.892599],42.163242,[1.       0.892599],119.26421,,366.90427,
